"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","TIPO DELITO","CANTIDAD"
"04/03/2020","52","NARIÑO","52079","BARBACOAS","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/03/2020","85","CASANARE","85125","HATO COROZAL","ARTICULO 168. SECUESTRO SIMPLE","1"
"03/03/2020","50","META","50313","GRANADA","ARTICULO 168. SECUESTRO SIMPLE","1"
"02/03/2020","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"01/03/2020","52","NARIÑO","52835","SAN ANDRES DE TUMACO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/02/2020","20","CESAR","20770","SAN MARTIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/02/2020","73","TOLIMA","73168","CHAPARRAL","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/02/2020","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"24/02/2020","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/02/2020","19","CAUCA","19318","GUAPI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/02/2020","19","CAUCA","19318","GUAPI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/02/2020","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"12/02/2020","44","LA GUAJIRA","44001","RIOHACHA","ARTICULO 168. SECUESTRO SIMPLE","1"
"12/02/2020","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/02/2020","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/02/2020","08","ATLANTICO","08001","BARRANQUILLA","ARTICULO 168. SECUESTRO SIMPLE","1"
"05/02/2020","41","HUILA","41001","NEIVA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/02/2020","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"30/01/2020","76","VALLE DEL CAUCA","76520","PALMIRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/01/2020","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/01/2020","19","CAUCA","19212","CORINTO","ARTICULO 168. SECUESTRO SIMPLE","1"
"18/01/2020","54","NORTE DE SANTANDER","54250","EL TARRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"12/01/2020","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/01/2020","76","VALLE DEL CAUCA","76892","YUMBO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/01/2020","19","CAUCA","19256","EL TAMBO","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/01/2020","73","TOLIMA","73349","HONDA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/01/2020","19","CAUCA","19142","CALOTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/01/2020","19","CAUCA","19142","CALOTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"31/12/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"31/12/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"31/12/2019","25","CUNDINAMARCA","25754","SOACHA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"31/12/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"31/12/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/12/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/12/2019","54","NORTE DE SANTANDER","54347","HERRAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/12/2019","19","CAUCA","19142","CALOTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/12/2019","52","NARIÑO","52490","OLAYA HERRERA","ARTICULO 168. SECUESTRO SIMPLE","1"
"22/12/2019","76","VALLE DEL CAUCA","76109","BUENAVENTURA","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/12/2019","52","NARIÑO","52565","PROVIDENCIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/12/2019","27","CHOCO","27250","EL LITORAL DEL SAN JUAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/12/2019","08","ATLANTICO","08001","BARRANQUILLA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/12/2019","81","ARAUCA","81001","ARAUCA","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/12/2019","19","CAUCA","19364","JAMBALO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/12/2019","81","ARAUCA","81001","ARAUCA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/12/2019","88","SAN ANDRES ISLAS","88001","SAN ANDRES","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/12/2019","88","SAN ANDRES ISLAS","88001","SAN ANDRES","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/12/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/12/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/12/2019","20","CESAR","20011","AGUACHICA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"02/12/2019","25","CUNDINAMARCA","25899","ZIPAQUIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"02/12/2019","25","CUNDINAMARCA","25899","ZIPAQUIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/11/2019","68","SANTANDER","68276","FLORIDABLANCA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/11/2019","68","SANTANDER","68547","PIEDECUESTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/11/2019","20","CESAR","20250","EL PASO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/11/2019","20","CESAR","20250","EL PASO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/11/2019","20","CESAR","20250","EL PASO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/11/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/11/2019","76","VALLE DEL CAUCA","76520","PALMIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/11/2019","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"18/11/2019","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/11/2019","52","NARIÑO","52399","LA UNION","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/11/2019","81","ARAUCA","81736","SARAVENA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/11/2019","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/11/2019","19","CAUCA","19548","PIENDAMO - TUNIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/11/2019","19","CAUCA","19548","PIENDAMO - TUNIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/11/2019","19","CAUCA","19548","PIENDAMO - TUNIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/11/2019","19","CAUCA","19548","PIENDAMO - TUNIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/10/2019","13","BOLIVAR","13001","CARTAGENA DE INDIAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/10/2019","23","CORDOBA","23466","MONTELIBANO","ARTICULO 168. SECUESTRO SIMPLE","1"
"25/10/2019","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 168. SECUESTRO SIMPLE","1"
"24/10/2019","76","VALLE DEL CAUCA","76520","PALMIRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/10/2019","68","SANTANDER","68001","BUCARAMANGA","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/10/2019","68","SANTANDER","68001","BUCARAMANGA","ARTICULO 168. SECUESTRO SIMPLE","1"
"12/10/2019","41","HUILA","41001","NEIVA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/10/2019","41","HUILA","41001","NEIVA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/10/2019","81","ARAUCA","81736","SARAVENA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/10/2019","81","ARAUCA","81736","SARAVENA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/10/2019","66","RISARALDA","66001","PEREIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/10/2019","66","RISARALDA","66001","PEREIRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/10/2019","99","VICHADA","99001","PUERTO CARREÑO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/10/2019","19","CAUCA","19318","GUAPI","ARTICULO 168. SECUESTRO SIMPLE","1"
"01/10/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/09/2019","81","ARAUCA","81001","ARAUCA","ARTICULO 168. SECUESTRO SIMPLE","1"
"25/09/2019","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/09/2019","44","LA GUAJIRA","44279","FONSECA","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/09/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/09/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/09/2019","41","HUILA","41396","LA PLATA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/09/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/09/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/09/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/09/2019","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/08/2019","52","NARIÑO","52399","LA UNION","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/08/2019","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/08/2019","08","ATLANTICO","08001","BARRANQUILLA","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/08/2019","19","CAUCA","19212","CORINTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/08/2019","05","ANTIOQUIA","05361","ITUANGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/08/2019","25","CUNDINAMARCA","25862","VERGARA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/08/2019","25","CUNDINAMARCA","25862","VERGARA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/08/2019","27","CHOCO","27025","ALTO BAUDO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/08/2019","47","MAGDALENA","47189","CIENAGA","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/08/2019","47","MAGDALENA","47189","CIENAGA","ARTICULO 168. SECUESTRO SIMPLE","1"
"22/08/2019","44","LA GUAJIRA","44430","MAICAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/08/2019","05","ANTIOQUIA","05197","COCORNA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/08/2019","73","TOLIMA","73555","PLANADAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"17/08/2019","73","TOLIMA","73555","PLANADAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/08/2019","81","ARAUCA","81736","SARAVENA","ARTICULO 168. SECUESTRO SIMPLE","1"
"31/07/2019","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/07/2019","05","ANTIOQUIA","05093","BETULIA","ARTICULO 168. SECUESTRO SIMPLE","1"
"20/07/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"19/07/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"19/07/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/07/2019","05","ANTIOQUIA","05858","VEGACHI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/07/2019","05","ANTIOQUIA","05858","VEGACHI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/07/2019","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 168. SECUESTRO SIMPLE","1"
"15/07/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/07/2019","44","LA GUAJIRA","44430","MAICAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/07/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"03/07/2019","54","NORTE DE SANTANDER","54003","ABREGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/07/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"27/06/2019","19","CAUCA","19548","PIENDAMO - TUNIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/06/2019","97","VAUPES","97001","MITU","ARTICULO 168. SECUESTRO SIMPLE","1"
"27/06/2019","05","ANTIOQUIA","05360","ITAGUI","ARTICULO 168. SECUESTRO SIMPLE","1"
"17/06/2019","47","MAGDALENA","47707","SANTA ANA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"15/06/2019","44","LA GUAJIRA","44650","SAN JUAN DEL CESAR","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/06/2019","05","ANTIOQUIA","05690","SANTO DOMINGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/06/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/06/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/06/2019","27","CHOCO","27001","QUIBDO","ARTICULO 168. SECUESTRO SIMPLE","1"
"06/06/2019","25","CUNDINAMARCA","25175","CHIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/05/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/05/2019","20","CESAR","20517","PAILITAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/05/2019","68","SANTANDER","68655","SABANA DE TORRES","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/05/2019","70","SUCRE","70678","SAN BENITO ABAD","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/05/2019","52","NARIÑO","52427","MAGÜI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/05/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/05/2019","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/05/2019","76","VALLE DEL CAUCA","76109","BUENAVENTURA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/05/2019","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/04/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/04/2019","81","ARAUCA","81065","ARAUQUITA","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/04/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"08/04/2019","52","NARIÑO","52215","CORDOBA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/04/2019","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/04/2019","08","ATLANTICO","08560","PONEDERA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/04/2019","05","ANTIOQUIA","05266","ENVIGADO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/04/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"02/04/2019","54","NORTE DE SANTANDER","54673","SAN CAYETANO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"01/04/2019","08","ATLANTICO","08001","BARRANQUILLA","ARTICULO 168. SECUESTRO SIMPLE","1"
"01/04/2019","08","ATLANTICO","08001","BARRANQUILLA","ARTICULO 168. SECUESTRO SIMPLE","1"
"30/03/2019","44","LA GUAJIRA","44847","URIBIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/03/2019","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/03/2019","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/03/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/03/2019","05","ANTIOQUIA","05604","REMEDIOS","ARTICULO 168. SECUESTRO SIMPLE","1"
"14/03/2019","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/03/2019","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/03/2019","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/03/2019","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/03/2019","68","SANTANDER","68689","SAN VICENTE DE CHUCURI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/03/2019","68","SANTANDER","68689","SAN VICENTE DE CHUCURI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/03/2019","19","CAUCA","19517","PAEZ","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/03/2019","81","ARAUCA","81300","FORTUL","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/03/2019","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/03/2019","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/03/2019","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/03/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 168. SECUESTRO SIMPLE","1"
"05/03/2019","81","ARAUCA","81065","ARAUQUITA","ARTICULO 168. SECUESTRO SIMPLE","1"
"02/03/2019","27","CHOCO","27787","TADO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/02/2019","44","LA GUAJIRA","44001","RIOHACHA","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/02/2019","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/02/2019","54","NORTE DE SANTANDER","54003","ABREGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/02/2019","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"02/02/2019","76","VALLE DEL CAUCA","76109","BUENAVENTURA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"31/01/2019","19","CAUCA","19760","SOTARA PAISPAMBA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/01/2019","05","ANTIOQUIA","05837","TURBO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/01/2019","05","ANTIOQUIA","05615","RIONEGRO","ARTICULO 168. SECUESTRO SIMPLE","1"
"27/01/2019","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/01/2019","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/01/2019","54","NORTE DE SANTANDER","54800","TEORAMA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"19/01/2019","76","VALLE DEL CAUCA","76109","BUENAVENTURA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/01/2019","76","VALLE DEL CAUCA","76036","ANDALUCIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/01/2019","76","VALLE DEL CAUCA","76036","ANDALUCIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/01/2019","54","NORTE DE SANTANDER","54344","HACARI","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/01/2019","54","NORTE DE SANTANDER","54344","HACARI","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/01/2019","54","NORTE DE SANTANDER","54344","HACARI","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/01/2019","20","CESAR","20228","CURUMANI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/01/2019","54","NORTE DE SANTANDER","54874","VILLA DEL ROSARIO","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/01/2019","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/01/2019","54","NORTE DE SANTANDER","54874","VILLA DEL ROSARIO","ARTICULO 168. SECUESTRO SIMPLE","1"
"01/01/2019","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"31/12/2018","81","ARAUCA","81001","ARAUCA","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/12/2018","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/12/2018","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/12/2018","19","CAUCA","19807","TIMBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/12/2018","50","META","50001","VILLAVICENCIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/12/2018","25","CUNDINAMARCA","25754","SOACHA","ARTICULO 168. SECUESTRO SIMPLE","1"
"19/12/2018","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 168. SECUESTRO SIMPLE","1"
"18/12/2018","19","CAUCA","19256","EL TAMBO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/12/2018","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/12/2018","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/12/2018","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/12/2018","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/12/2018","73","TOLIMA","73217","COYAIMA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/12/2018","44","LA GUAJIRA","44430","MAICAO","ARTICULO 168. SECUESTRO SIMPLE","1"
"05/12/2018","05","ANTIOQUIA","05361","ITUANGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/12/2018","66","RISARALDA","66001","PEREIRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/12/2018","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/12/2018","76","VALLE DEL CAUCA","76147","CARTAGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"01/12/2018","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/11/2018","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"30/11/2018","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"29/11/2018","52","NARIÑO","52835","SAN ANDRES DE TUMACO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/11/2018","73","TOLIMA","73236","DOLORES","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/11/2018","66","RISARALDA","66687","SANTUARIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/11/2018","66","RISARALDA","66687","SANTUARIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2018","52","NARIÑO","52356","IPIALES","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/11/2018","19","CAUCA","19212","CORINTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/11/2018","25","CUNDINAMARCA","25899","ZIPAQUIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"13/11/2018","05","ANTIOQUIA","05313","GRANADA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/11/2018","85","CASANARE","85001","YOPAL","ARTICULO 168. SECUESTRO SIMPLE","1"
"06/11/2018","41","HUILA","41396","LA PLATA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/10/2018","81","ARAUCA","81736","SARAVENA","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/10/2018","52","NARIÑO","52250","EL CHARCO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/10/2018","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"22/10/2018","18","CAQUETA","18860","VALPARAISO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/10/2018","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/10/2018","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/10/2018","54","NORTE DE SANTANDER","54003","ABREGO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/10/2018","54","NORTE DE SANTANDER","54245","EL CARMEN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/10/2018","05","ANTIOQUIA","05440","MARINILLA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"02/10/2018","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/09/2018","05","ANTIOQUIA","05376","LA CEJA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/09/2018","05","ANTIOQUIA","05030","AMAGA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/09/2018","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 168. SECUESTRO SIMPLE","1"
"20/09/2018","47","MAGDALENA","47001","SANTA MARTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/09/2018","47","MAGDALENA","47001","SANTA MARTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/09/2018","47","MAGDALENA","47001","SANTA MARTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/09/2018","76","VALLE DEL CAUCA","76109","BUENAVENTURA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
