"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","TIPO DELITO","CANTIDAD"
"14/02/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/02/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/02/2026","54","NORTE DE SANTANDER","54250","EL TARRA","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/02/2026","25","CUNDINAMARCA","25099","BOJACA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/02/2026","08","ATLANTICO","08832","TUBARA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/02/2026","08","ATLANTICO","08832","TUBARA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/02/2026","08","ATLANTICO","08832","TUBARA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"10/02/2026","19","CAUCA","19355","INZA","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/02/2026","19","CAUCA","19355","INZA","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/02/2026","19","CAUCA","19355","INZA","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/02/2026","19","CAUCA","19001","POPAYAN","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/02/2026","19","CAUCA","19001","POPAYAN","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/02/2026","54","NORTE DE SANTANDER","54670","SAN CALIXTO","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/02/2026","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/02/2026","05","ANTIOQUIA","05890","YOLOMBO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/02/2026","19","CAUCA","19001","POPAYAN","ARTICULO 168. SECUESTRO SIMPLE","1"
"08/02/2026","76","VALLE DEL CAUCA","76403","LA VICTORIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/02/2026","76","VALLE DEL CAUCA","76403","LA VICTORIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/02/2026","76","VALLE DEL CAUCA","76403","LA VICTORIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/02/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/02/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/02/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/02/2026","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 168. SECUESTRO SIMPLE","1"
"06/02/2026","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/02/2026","41","HUILA","41872","VILLAVIEJA","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/02/2026","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"03/02/2026","52","NARIÑO","52240","CHACHAGÜI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"31/01/2026","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"30/01/2026","05","ANTIOQUIA","05266","ENVIGADO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"29/01/2026","54","NORTE DE SANTANDER","54001","CUCUTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/01/2026","73","TOLIMA","73001","IBAGUE","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/01/2026","73","TOLIMA","73001","IBAGUE","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/01/2026","73","TOLIMA","73001","IBAGUE","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/01/2026","76","VALLE DEL CAUCA","76275","FLORIDA","ARTICULO 168. SECUESTRO SIMPLE","1"
"24/01/2026","44","LA GUAJIRA","44430","MAICAO","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/01/2026","54","NORTE DE SANTANDER","54670","SAN CALIXTO","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/01/2026","54","NORTE DE SANTANDER","54670","SAN CALIXTO","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/01/2026","19","CAUCA","19780","SUAREZ","ARTICULO 168. SECUESTRO SIMPLE","1"
"23/01/2026","05","ANTIOQUIA","05088","BELLO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/01/2026","41","HUILA","41357","IQUIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/01/2026","41","HUILA","41357","IQUIRA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"22/01/2026","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/01/2026","05","ANTIOQUIA","05579","PUERTO BERRIO","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/01/2026","85","CASANARE","85250","PAZ DE ARIPORO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/01/2026","52","NARIÑO","52835","SAN ANDRES DE TUMACO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/01/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/01/2026","54","NORTE DE SANTANDER","54405","LOS PATIOS","ARTICULO 168. SECUESTRO SIMPLE","1"
"17/01/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"17/01/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/01/2026","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"15/01/2026","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","2"
"15/01/2026","54","NORTE DE SANTANDER","54820","TOLEDO","ARTICULO 168. SECUESTRO SIMPLE","1"
"15/01/2026","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/01/2026","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"12/01/2026","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"11/01/2026","08","ATLANTICO","08372","JUAN DE ACOSTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/01/2026","08","ATLANTICO","08372","JUAN DE ACOSTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/01/2026","08","ATLANTICO","08372","JUAN DE ACOSTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/01/2026","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/01/2026","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/01/2026","18","CAQUETA","18410","LA MONTAÑITA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/01/2026","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/01/2026","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/01/2026","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/01/2026","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/01/2026","54","NORTE DE SANTANDER","54261","EL ZULIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/12/2025","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"22/12/2025","05","ANTIOQUIA","05040","ANORI","ARTICULO 168. SECUESTRO SIMPLE","1"
"22/12/2025","05","ANTIOQUIA","05040","ANORI","ARTICULO 168. SECUESTRO SIMPLE","1"
"22/12/2025","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"22/12/2025","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","4"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","3"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","2"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","2"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","2"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","1"
"21/12/2025","27","CHOCO","27245","EL CARMEN DE ATRATO","ARTICULO 168. SECUESTRO SIMPLE","1"
"20/12/2025","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"20/12/2025","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"20/12/2025","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"19/12/2025","19","CAUCA","19212","CORINTO","ARTICULO 168. SECUESTRO SIMPLE","1"
"18/12/2025","19","CAUCA","19212","CORINTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/12/2025","19","CAUCA","19212","CORINTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/12/2025","66","RISARALDA","66170","DOSQUEBRADAS","ARTICULO 168. SECUESTRO SIMPLE","2"
"16/12/2025","66","RISARALDA","66170","DOSQUEBRADAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/12/2025","66","RISARALDA","66170","DOSQUEBRADAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/12/2025","66","RISARALDA","66170","DOSQUEBRADAS","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/12/2025","41","HUILA","41524","PALERMO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/12/2025","41","HUILA","41524","PALERMO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/12/2025","76","VALLE DEL CAUCA","76834","TULUA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"12/12/2025","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"10/12/2025","19","CAUCA","19050","ARGELIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"09/12/2025","54","NORTE DE SANTANDER","54498","OCAÑA","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/12/2025","27","CHOCO","27205","CONDOTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/12/2025","19","CAUCA","19821","TORIBIO","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/12/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/12/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"07/12/2025","19","CAUCA","19212","CORINTO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/12/2025","41","HUILA","41551","PITALITO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/12/2025","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/12/2025","44","LA GUAJIRA","44560","MANAURE","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/12/2025","52","NARIÑO","52250","EL CHARCO","ARTICULO 168. SECUESTRO SIMPLE","1"
"04/12/2025","19","CAUCA","19743","SILVIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/12/2025","19","CAUCA","19743","SILVIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"04/12/2025","19","CAUCA","19743","SILVIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/11/2025","52","NARIÑO","52687","SAN LORENZO","ARTICULO 168. SECUESTRO SIMPLE","1"
"28/11/2025","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"28/11/2025","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"27/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/11/2025","13","BOLIVAR","13430","MAGANGUE","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/11/2025","18","CAQUETA","18479","MORELIA","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/11/2025","18","CAQUETA","18479","MORELIA","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/11/2025","18","CAQUETA","18479","MORELIA","ARTICULO 168. SECUESTRO SIMPLE","1"
"26/11/2025","27","CHOCO","27050","ATRATO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/11/2025","27","CHOCO","27050","ATRATO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"26/11/2025","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"25/11/2025","44","LA GUAJIRA","44847","URIBIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/11/2025","76","VALLE DEL CAUCA","76364","JAMUNDI","ARTICULO 168. SECUESTRO SIMPLE","1"
"24/11/2025","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/11/2025","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"24/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"23/11/2025","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"21/11/2025","44","LA GUAJIRA","44847","URIBIA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"20/11/2025","25","CUNDINAMARCA","25754","SOACHA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"19/11/2025","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 168. SECUESTRO SIMPLE","1"
"19/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"18/11/2025","19","CAUCA","19130","CAJIBIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"16/11/2025","54","NORTE DE SANTANDER","54810","TIBU","ARTICULO 168. SECUESTRO SIMPLE","1"
"16/11/2025","05","ANTIOQUIA","05579","PUERTO BERRIO","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"15/11/2025","19","CAUCA","19698","SANTANDER DE QUILICHAO","ARTICULO 168. SECUESTRO SIMPLE","1"
"15/11/2025","76","VALLE DEL CAUCA","76001","CALI","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"14/11/2025","19","CAUCA","19075","BALBOA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"11/11/2025","19","CAUCA","19532","PATIA","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/11/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","2"
"09/11/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/11/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/11/2025","81","ARAUCA","81794","TAME","ARTICULO 168. SECUESTRO SIMPLE","1"
"09/11/2025","11","BOGOTA D.C.","11001","BOGOTA D.C.","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/11/2025","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/11/2025","19","CAUCA","19001","POPAYAN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"08/11/2025","41","HUILA","41548","PITAL","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/11/2025","86","PUTUMAYO","86568","PUERTO ASIS","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/11/2025","47","MAGDALENA","47001","SANTA MARTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"07/11/2025","47","MAGDALENA","47001","SANTA MARTA","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"06/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","2"
"06/11/2025","05","ANTIOQUIA","05001","MEDELLIN","ARTICULO 169. SECUESTRO EXTORSIVO","1"
"05/11/2025","73","TOLIMA","73001","IBAGUE","ARTICULO 168. SECUESTRO SIMPLE","1"
"03/11/2025","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","ARTICULO 168. SECUESTRO SIMPLE","1"
