Fecha,Inflación
31/07/2005,4.45
31/08/2005,4.26
30/09/2005,4.25
31/10/2005,4.2
30/11/2005,4.11
31/12/2005,3.87
31/01/2006,3.53
28/02/2006,3.37
31/03/2006,3.39
30/04/2006,3.4
31/05/2006,3.38
30/06/2006,3.42
31/07/2006,3.6
31/08/2006,3.88
30/09/2006,3.93
31/10/2006,4
30/11/2006,4.25
31/12/2006,4.46
31/01/2007,4.8
28/02/2007,5.07
31/03/2007,5.3
30/04/2007,5.93
31/05/2007,6.19
30/06/2007,6.2
31/07/2007,6.12
31/08/2007,6.05
30/09/2007,5.92
31/10/2007,5.9
30/11/2007,5.98
31/12/2007,5.95
31/01/2008,5.92
29/02/2008,6
31/03/2008,5.95
30/04/2008,5.63
31/05/2008,5.33
30/06/2008,5.27
31/07/2008,5.33
31/08/2008,5.29
30/09/2008,5.46
31/10/2008,5.8
30/11/2008,5.71
31/12/2008,5.62
31/01/2009,5.49
28/02/2009,5.37
31/03/2009,5.15
30/04/2009,4.91
31/05/2009,4.95
30/06/2009,4.94
31/07/2009,4.76
31/08/2009,4.7
30/09/2009,4.44
31/10/2009,4.03
30/11/2009,3.76
31/12/2009,3.57
31/01/2010,3.64
28/02/2010,3.32
31/03/2010,3
30/04/2010,2.87
31/05/2010,2.78
30/06/2010,2.75
31/07/2010,2.63
31/08/2010,2.59
30/09/2010,2.56
31/10/2010,2.6
30/11/2010,2.59
31/12/2010,2.69
31/01/2011,2.7
28/02/2011,2.63
31/03/2011,2.68
30/04/2011,2.6
31/05/2011,2.6
30/06/2011,2.59
31/07/2011,2.73
31/08/2011,2.8
30/09/2011,3.12
31/10/2011,3.26
30/11/2011,3.34
31/12/2011,3.54
31/01/2012,3.51
29/02/2012,3.57
31/03/2012,3.51
30/04/2012,3.46
31/05/2012,3.54
30/06/2012,3.49
31/07/2012,3.4
31/08/2012,3.31
30/09/2012,3.26
31/10/2012,3.14
30/11/2012,2.94
31/12/2012,2.67
31/01/2013,2.42
28/02/2013,2.35
31/03/2013,2.33
30/04/2013,2.48
31/05/2013,2.55
30/06/2013,2.69
31/07/2013,2.55
31/08/2013,2.55
30/09/2013,2.5
31/10/2013,2.47
30/11/2013,2.39
31/12/2013,2.47
31/01/2014,2.46
28/02/2014,2.46
31/03/2014,2.61
30/04/2014,2.72
31/05/2014,2.66
30/06/2014,2.65
31/07/2014,2.83
31/08/2014,2.88
30/09/2014,2.73
31/10/2014,2.88
30/11/2014,3.19
31/12/2014,3.19
31/01/2015,3.16
28/02/2015,3.49
31/03/2015,3.63
30/04/2015,3.8
31/05/2015,3.95
30/06/2015,3.86
31/07/2015,4.01
31/08/2015,4.16
30/09/2015,4.52
31/10/2015,4.8
30/11/2015,5.25
31/12/2015,5.59
31/01/2016,6.08
29/02/2016,6.32
31/03/2016,6.64
30/04/2016,6.55
31/05/2016,6.75
30/06/2016,6.97
31/07/2016,7.01
31/08/2016,7
30/09/2016,6.9
31/10/2016,6.62
30/11/2016,6.15
31/12/2016,5.98
31/01/2017,6
28/02/2017,5.91
31/03/2017,5.63
30/04/2017,5.81
31/05/2017,5.44
30/06/2017,5.16
31/07/2017,4.85
31/08/2017,4.62
30/09/2017,4.49
31/10/2017,4.35
30/11/2017,4.34
31/12/2017,4.21
31/01/2018,3.88
28/02/2018,3.64
31/03/2018,3.45
30/04/2018,3.26
31/05/2018,3.24
30/06/2018,3.24
31/07/2018,3.28
31/08/2018,3.32
30/09/2018,3.19
31/10/2018,3.25
30/11/2018,3.23
31/12/2018,3.22
31/01/2019,3.23
28/02/2019,3.03
31/03/2019,3.24
30/04/2019,3.29
31/05/2019,3.3
30/06/2019,3.34
31/07/2019,3.44
31/08/2019,3.49
30/09/2019,3.66
31/10/2019,3.7
30/11/2019,3.71
31/12/2019,3.78
31/01/2020,3.62
29/02/2020,3.61
31/03/2020,3.64
30/04/2020,3.24
31/05/2020,2.68
30/06/2020,2.17
31/07/2020,2.21
31/08/2020,2.15
30/09/2020,2.33
31/10/2020,2.23
30/11/2020,1.96
31/12/2020,1.88
31/01/2021,1.78
28/02/2021,1.74
31/03/2021,1.67
30/04/2021,1.99
31/05/2021,2.79
30/06/2021,3.36
31/07/2021,3.6
31/08/2021,3.91
30/09/2021,3.79
31/10/2021,3.69
30/11/2021,4.17
31/12/2021,4.42
31/01/2022,5.55
28/02/2022,6.45
31/03/2022,6.93
30/04/2022,7.67
31/05/2022,8.02
30/06/2022,8.41
31/07/2022,8.82
31/08/2022,9.41
30/09/2022,10.04
31/10/2022,10.84
30/11/2022,11.09
31/12/2022,11.55
31/01/2023,11.84
28/02/2023,12.16
31/03/2023,12.41
30/04/2023,12.2
31/05/2023,11.88
30/06/2023,11.62
31/07/2023,11.27
31/08/2023,10.85
30/09/2023,10.34
31/10/2023,9.91
30/11/2023,9.84
31/12/2023,9.46
31/01/2024,8.68
29/02/2024,8.07
31/03/2024,7.64
30/04/2024,7.33
31/05/2024,7.17
30/06/2024,7.1
31/07/2024,6.74
31/08/2024,6.26
30/09/2024,6.18
31/10/2024,5.91
30/11/2024,5.63
31/12/2024,5.45
31/01/2025,5.49
28/02/2025,5.42
31/03/2025,5.3
30/04/2025,5.34
31/05/2025,5.25
30/06/2025,5.12
31/07/2025,5.22
31/08/2025,5.29
30/09/2025,5.3
31/10/2025,5.56
30/11/2025,5.43
31/12/2025,5.29
31/01/2026,5.46
28/02/2026,5.53
31/03/2026,5.85
30/04/2026,5.87
