País,Fecha,Miles_USD_CIF
Alemania,2007-01-01,89508.41766999997
Alemania,2007-02-01,85740.9041600001
Alemania,2007-03-01,99960.77845999988
Alemania,2007-04-01,83568.94433000003
Alemania,2007-05-01,91933.03268000002
Alemania,2007-06-01,84419.08470000034
Alemania,2007-07-01,105374.35246999994
Alemania,2007-08-01,135256.63977000015
Alemania,2007-09-01,98005.74088000008
Alemania,2007-10-01,115285.57309000002
Alemania,2007-11-01,115285.09748999997
Alemania,2007-12-01,100572.28876000021
Alemania,2008-01-01,123535.99832000019
Alemania,2008-02-01,98557.86669000008
Alemania,2008-03-01,107991.82506999982
Alemania,2008-04-01,138064.23713999998
Alemania,2008-05-01,127567.23916000017
Alemania,2008-06-01,114960.5599600001
Alemania,2008-07-01,138224.75947
Alemania,2008-08-01,118812.07008000012
Alemania,2008-09-01,175659.8234600005
Alemania,2008-10-01,125306.66327000003
Alemania,2008-11-01,146243.99957000004
Alemania,2008-12-01,142476.03422000012
Alemania,2009-01-01,106713.45065000007
Alemania,2009-02-01,129680.44980000005
Alemania,2009-03-01,103900.81750999995
Alemania,2009-04-01,116895.89350999997
Alemania,2009-05-01,106012.59122999992
Alemania,2009-06-01,87839.4379399999
Alemania,2009-07-01,114677.92189999991
Alemania,2009-08-01,112326.59269000008
Alemania,2009-09-01,109196.10626000002
Alemania,2009-10-01,102305.96920000012
Alemania,2009-11-01,123304.74521999994
Alemania,2009-12-01,125539.57233000005
Alemania,2010-01-01,94223.59967999988
Alemania,2010-02-01,145607.52601000015
Alemania,2010-03-01,177829.22338000016
Alemania,2010-04-01,102598.35501999987
Alemania,2010-05-01,97654.22543999976
Alemania,2010-06-01,117360.33624999998
Alemania,2010-07-01,119347.76620999955
Alemania,2010-08-01,126082.97770999992
Alemania,2010-09-01,147115.1012699999
Alemania,2010-10-01,188468.4131400003
Alemania,2010-11-01,130790.13763999974
Alemania,2010-12-01,164349.81598999977
Alemania,2011-01-01,144351.34265999997
Alemania,2011-02-01,129266.3315699999
Alemania,2011-03-01,139652.44073000032
Alemania,2011-04-01,144942.64641000028
Alemania,2011-05-01,238185.17077
Alemania,2011-06-01,196015.97803000026
Alemania,2011-07-01,187176.36931000007
Alemania,2011-08-01,213716.28641999981
Alemania,2011-09-01,227010.7377899998
Alemania,2011-10-01,181614.9795899999
Alemania,2011-11-01,177928.19525000025
Alemania,2011-12-01,167412.0317300002
Alemania,2012-01-01,137304.54406999997
Alemania,2012-02-01,169381.51570999998
Alemania,2012-03-01,169363.35376000003
Alemania,2012-04-01,153753.48498999997
Alemania,2012-05-01,257428.24350000007
Alemania,2012-06-01,155153.86547000005
Alemania,2012-07-01,176184.3175700002
Alemania,2012-08-01,256917.56076000002
Alemania,2012-09-01,160324.79571999988
Alemania,2012-10-01,188909.93279999995
Alemania,2012-11-01,258490.55955999997
Alemania,2012-12-01,183320.21110000001
Alemania,2013-01-01,167271.36823000002
Alemania,2013-02-01,149543.96510000006
Alemania,2013-03-01,197473.51161000007
Alemania,2013-04-01,214313.33292999998
Alemania,2013-05-01,172448.7680400001
Alemania,2013-06-01,173495.35936000024
Alemania,2013-07-01,218976.14365000004
Alemania,2013-08-01,177546.0265199999
Alemania,2013-09-01,186563.08988999994
Alemania,2013-10-01,193180.02687999996
Alemania,2013-11-01,171350.6355000001
Alemania,2013-12-01,184746.79950999992
Alemania,2014-01-01,153991.74243999997
Alemania,2014-02-01,200782.0699399999
Alemania,2014-03-01,172289.90702999997
Alemania,2014-04-01,216127.21745000003
Alemania,2014-05-01,213573.24711000003
Alemania,2014-06-01,156195.89320000002
Alemania,2014-07-01,333836.76201999985
Alemania,2014-08-01,180699.7477799999
Alemania,2014-09-01,246332.42554999999
Alemania,2014-10-01,175942.42893999984
Alemania,2014-11-01,220622.22555000003
Alemania,2014-12-01,260583.87201000017
Alemania,2015-01-01,185971.77468
Alemania,2015-02-01,165542.61018
Alemania,2015-03-01,174016.16111000004
Alemania,2015-04-01,182721.63266999996
Alemania,2015-05-01,188164.28898000007
Alemania,2015-06-01,155220.50256
Alemania,2015-07-01,252464.25160000022
Alemania,2015-08-01,156145.34397999992
Alemania,2015-09-01,241226.76403999992
Alemania,2015-10-01,204777.29014999996
Alemania,2015-11-01,202170.92528000008
Alemania,2015-12-01,159032.57149
Alemania,2016-01-01,124609.90598000007
Alemania,2016-02-01,122708.82138999974
Alemania,2016-03-01,139927.1631799999
Alemania,2016-04-01,143228.9801499997
Alemania,2016-05-01,148447.62453999958
Alemania,2016-06-01,135991.81398999982
Alemania,2016-07-01,122358.33458
Alemania,2016-08-01,147794.5519199998
Alemania,2016-09-01,198368.00369999997
Alemania,2016-10-01,146071.85915000003
Alemania,2016-11-01,152824.42448000028
Alemania,2016-12-01,125350.96658000005
Alemania,2017-01-01,119296.07562000009
Alemania,2017-02-01,144616.8424199999
Alemania,2017-03-01,151719.73096999992
Alemania,2017-04-01,147913.91379000008
Alemania,2017-05-01,150962.29634000055
Alemania,2017-06-01,153678.28293000004
Alemania,2017-07-01,145667.19211000006
Alemania,2017-08-01,155959.57024999996
Alemania,2017-09-01,208685.7693900002
Alemania,2017-10-01,197305.8709500002
Alemania,2017-11-01,157683.9001900004
Alemania,2017-12-01,140508.19275999992
Alemania,2018-01-01,150712.1052599997
Alemania,2018-02-01,144651.66982000027
Alemania,2018-03-01,134442.44544000004
Alemania,2018-04-01,173949.0172800003
Alemania,2018-05-01,278352.54528999975
Alemania,2018-06-01,161723.30558000013
Alemania,2018-07-01,200903.23432000022
Alemania,2018-08-01,208069.98510999978
Alemania,2018-09-01,152088.36419000028
Alemania,2018-10-01,214325.74863999974
Alemania,2018-11-01,155945.5603300002
Alemania,2018-12-01,198090.3600499999
Alemania,2019-01-01,196493.9663599996
Alemania,2019-02-01,198081.64967000007
Alemania,2019-03-01,159476.25626999978
Alemania,2019-04-01,218737.65346999996
Alemania,2019-05-01,167323.64710000015
Alemania,2019-06-01,150608.4037700001
Alemania,2019-07-01,157183.9919700001
Alemania,2019-08-01,168998.2561399998
Alemania,2019-09-01,164170.80032000013
Alemania,2019-10-01,182632.29493000032
Alemania,2019-11-01,261169.33551000018
Alemania,2019-12-01,147784.39144999985
Alemania,2020-01-01,150152.84786000004
Alemania,2020-02-01,136556.74289000008
Alemania,2020-03-01,152349.86145000026
Alemania,2020-04-01,135312.50326000003
Alemania,2020-05-01,116000.88020999992
Alemania,2020-06-01,138565.80806000007
Alemania,2020-07-01,124164.24432999993
Alemania,2020-08-01,134077.45637
Alemania,2020-09-01,125339.43185999991
Alemania,2020-10-01,139398.27301999985
Alemania,2020-11-01,135675.05870000023
Alemania,2020-12-01,156297.58881000028
Alemania,2021-01-01,135819.35353
Alemania,2021-02-01,122152.00021999997
Alemania,2021-03-01,155734.2390799998
Alemania,2021-04-01,179846.06732999993
Alemania,2021-05-01,155942.41677999968
Alemania,2021-06-01,183477.4364099999
Alemania,2021-07-01,177450.93230000004
Alemania,2021-08-01,189584.2103599998
Alemania,2021-09-01,143954.52220999988
Alemania,2021-10-01,173999.34952
Alemania,2021-11-01,232306.26975999982
Alemania,2021-12-01,214908.77642
Alemania,2022-01-01,184411.37558999998
Alemania,2022-02-01,191835.9057799999
Alemania,2022-03-01,175529.66296000042
Alemania,2022-04-01,223599.2879200004
Alemania,2022-05-01,160543.63916000008
Alemania,2022-06-01,193375.60242999988
Alemania,2022-07-01,234199.06690999973
Alemania,2022-08-01,245583.80925000034
Alemania,2022-09-01,194762.00132999997
Alemania,2022-10-01,184673.71918000022
Alemania,2022-11-01,183330.10872999992
Alemania,2022-12-01,181073.68902999978
Alemania,2023-01-01,183612.66682999957
Alemania,2023-02-01,175679.7209900005
Alemania,2023-03-01,317042.7542899998
Alemania,2023-04-01,178579.78390000045
Alemania,2023-05-01,221312.3115999997
Alemania,2023-06-01,178789.03804999997
Alemania,2023-07-01,166148.3317200001
Alemania,2023-08-01,176900.73459999997
Alemania,2023-09-01,184265.24462000007
Alemania,2023-10-01,204131.66123999978
Alemania,2023-11-01,170039.40860000014
Alemania,2023-12-01,190532.8936399995
Alemania,2024-01-01,163562.07043000005
Alemania,2024-02-01,178077.4013999999
Alemania,2024-03-01,159369.95172000013
Alemania,2024-04-01,211093.56232999987
Alemania,2024-05-01,185620.41068999955
Alemania,2024-06-01,147172.97559000037
Alemania,2024-07-01,199994.3867999998
Alemania,2024-08-01,199989.6458300002
Alemania,2024-09-01,176226.75420000008
Alemania,2024-10-01,189795.89168000015
Alemania,2024-11-01,175913.96275999997
Alemania,2024-12-01,172941.41040999984
Alemania,2025-01-01,166854.39011000015
Alemania,2025-02-01,165282.06268000015
Alemania,2025-03-01,195030.32218999942
Alemania,2025-04-01,185455.51164999985
Alemania,2025-05-01,201126.36022000053
Alemania,2025-06-01,199186.64321999974
Alemania,2025-07-01,207950.12590000004
Alemania,2025-08-01,201491.43831000017
Alemania,2025-09-01,200026.71812000027
Alemania,2025-10-01,210293.72291999974
Alemania,2025-11-01,192152.42572999993
Alemania,2025-12-01,196055.86876000013
Alemania,2026-01-01,210077.1070900001
Alemania,2026-02-01,171468.37532999957
Alemania,2026-03-01,221402.69770999977
Alemania,2026-04-01,252964.65785999974
Alemania,2026-05-01,224363.83083000017
Alemania,2026-06-01,223846.57653000008
Argentina,2007-01-01,75148.07645000011
Argentina,2007-02-01,37291.21754
Argentina,2007-03-01,64932.47824000002
Argentina,2007-04-01,72134.73362
Argentina,2007-05-01,63664.414010000066
Argentina,2007-06-01,57676.88688000001
Argentina,2007-07-01,58164.39525999997
Argentina,2007-08-01,63574.87498000002
Argentina,2007-09-01,52112.74724999996
Argentina,2007-10-01,60051.649029999986
Argentina,2007-11-01,60156.42963999996
Argentina,2007-12-01,47371.90953000005
Argentina,2008-01-01,47819.685409999984
Argentina,2008-02-01,59080.10716000002
Argentina,2008-03-01,64151.80841000004
Argentina,2008-04-01,55329.93275000001
Argentina,2008-05-01,68441.1221600001
Argentina,2008-06-01,66081.82266000003
Argentina,2008-07-01,91382.18622999989
Argentina,2008-08-01,96050.78955999992
Argentina,2008-09-01,86406.22323999998
Argentina,2008-10-01,118091.66374999995
Argentina,2008-11-01,75169.60100999998
Argentina,2008-12-01,92373.1188300001
Argentina,2009-01-01,67966.72572999998
Argentina,2009-02-01,59814.09860000001
Argentina,2009-03-01,118574.44345999997
Argentina,2009-04-01,82760.21084999997
Argentina,2009-05-01,88765.99454999999
Argentina,2009-06-01,129189.86019000002
Argentina,2009-07-01,129801.84255
Argentina,2009-08-01,81405.10621999999
Argentina,2009-09-01,64862.47705
Argentina,2009-10-01,51352.86594999999
Argentina,2009-11-01,69384.48621999999
Argentina,2009-12-01,98845.97505999997
Argentina,2010-01-01,132903.34471000006
Argentina,2010-02-01,89657.29271000001
Argentina,2010-03-01,95530.89977000006
Argentina,2010-04-01,120782.83489000003
Argentina,2010-05-01,114572.38925000004
Argentina,2010-06-01,149428.99725000004
Argentina,2010-07-01,132944.50138
Argentina,2010-08-01,148097.48691000004
Argentina,2010-09-01,149077.7191400001
Argentina,2010-10-01,124981.29021
Argentina,2010-11-01,136820.15414000003
Argentina,2010-12-01,114466.12504999997
Argentina,2011-01-01,119697.28110000002
Argentina,2011-02-01,96372.62969000006
Argentina,2011-03-01,133762.2634299999
Argentina,2011-04-01,135335.42133
Argentina,2011-05-01,210690.66476999997
Argentina,2011-06-01,230293.36199999994
Argentina,2011-07-01,178974.09666000004
Argentina,2011-08-01,159541.71271999984
Argentina,2011-09-01,206839.06339999993
Argentina,2011-10-01,141628.49216000008
Argentina,2011-11-01,169217.90417000002
Argentina,2011-12-01,89547.29333000001
Argentina,2012-01-01,163339.9127299999
Argentina,2012-02-01,213721.78985999996
Argentina,2012-03-01,268644.59757000004
Argentina,2012-04-01,164692.96565999993
Argentina,2012-05-01,243126.89452999993
Argentina,2012-06-01,224976.22594000003
Argentina,2012-07-01,179923.46758999996
Argentina,2012-08-01,186709.61589000007
Argentina,2012-09-01,193631.06075000003
Argentina,2012-10-01,190307.55318999998
Argentina,2012-11-01,225124.97777999984
Argentina,2012-12-01,142103.43888
Argentina,2013-01-01,171306.09173999995
Argentina,2013-02-01,148447.04586000004
Argentina,2013-03-01,139847.02456999998
Argentina,2013-04-01,233967.99364000012
Argentina,2013-05-01,136543.48926
Argentina,2013-06-01,136842.02454999997
Argentina,2013-07-01,217830.07243
Argentina,2013-08-01,201204.73396
Argentina,2013-09-01,113811.1368
Argentina,2013-10-01,113238.34939999999
Argentina,2013-11-01,71307.23218000002
Argentina,2013-12-01,49199.87344999999
Argentina,2014-01-01,44270.65999
Argentina,2014-02-01,54900.581610000016
Argentina,2014-03-01,61750.87822000002
Argentina,2014-04-01,65238.90656
Argentina,2014-05-01,93958.25095999995
Argentina,2014-06-01,110916.32509
Argentina,2014-07-01,143184.50181999998
Argentina,2014-08-01,133765.64057000002
Argentina,2014-09-01,89883.11488000001
Argentina,2014-10-01,81437.87169000001
Argentina,2014-11-01,56964.13336000003
Argentina,2014-12-01,73062.76280999999
Argentina,2015-01-01,27389.63506
Argentina,2015-02-01,30223.538640000006
Argentina,2015-03-01,47563.39886
Argentina,2015-04-01,48078.40352
Argentina,2015-05-01,38009.96693000001
Argentina,2015-06-01,34508.56342999999
Argentina,2015-07-01,36997.38669000001
Argentina,2015-08-01,45436.51061
Argentina,2015-09-01,49142.94254999999
Argentina,2015-10-01,73637.72918
Argentina,2015-11-01,44498.00763
Argentina,2015-12-01,26001.576729999993
Argentina,2016-01-01,24729.37526999999
Argentina,2016-02-01,28108.935989999994
Argentina,2016-03-01,25705.709870000042
Argentina,2016-04-01,41651.29233000002
Argentina,2016-05-01,52514.29153999999
Argentina,2016-06-01,35980.21348000001
Argentina,2016-07-01,53810.84357999994
Argentina,2016-08-01,61280.58151999998
Argentina,2016-09-01,45674.52582000001
Argentina,2016-10-01,44989.53789000004
Argentina,2016-11-01,39499.08588999998
Argentina,2016-12-01,56976.87735999997
Argentina,2017-01-01,37174.30393000002
Argentina,2017-02-01,39989.20228000002
Argentina,2017-03-01,44859.97392999998
Argentina,2017-04-01,60231.38288999996
Argentina,2017-05-01,38339.43113999998
Argentina,2017-06-01,37487.95495
Argentina,2017-07-01,45487.06638000004
Argentina,2017-08-01,49496.71143999999
Argentina,2017-09-01,43722.95277000003
Argentina,2017-10-01,46337.80248000003
Argentina,2017-11-01,46391.35523999997
Argentina,2017-12-01,61814.61793000001
Argentina,2018-01-01,49309.30054
Argentina,2018-02-01,24795.629969999998
Argentina,2018-03-01,64110.16234000003
Argentina,2018-04-01,59581.00471999996
Argentina,2018-05-01,50674.98101999999
Argentina,2018-06-01,102304.30468999996
Argentina,2018-07-01,58559.729660000005
Argentina,2018-08-01,56957.15633
Argentina,2018-09-01,59189.700320000054
Argentina,2018-10-01,77530.10207000005
Argentina,2018-11-01,62136.31352
Argentina,2018-12-01,66927.58867
Argentina,2019-01-01,78151.98745999999
Argentina,2019-02-01,50546.69339999999
Argentina,2019-03-01,40624.82612999998
Argentina,2019-04-01,65178.47961999999
Argentina,2019-05-01,67006.69776000008
Argentina,2019-06-01,70365.17446999998
Argentina,2019-07-01,72807.49095000008
Argentina,2019-08-01,167019.65497999993
Argentina,2019-09-01,155907.26870999986
Argentina,2019-10-01,85444.67976999993
Argentina,2019-11-01,73504.91898999996
Argentina,2019-12-01,80533.11823000002
Argentina,2020-01-01,62617.045620000084
Argentina,2020-02-01,45444.64713000007
Argentina,2020-03-01,82252.78074000009
Argentina,2020-04-01,41880.75863000001
Argentina,2020-05-01,41629.65192
Argentina,2020-06-01,36371.896449999986
Argentina,2020-07-01,47487.58785000003
Argentina,2020-08-01,72221.53206999994
Argentina,2020-09-01,58857.63765
Argentina,2020-10-01,81106.02097999991
Argentina,2020-11-01,80318.64900000014
Argentina,2020-12-01,74274.01701000017
Argentina,2021-01-01,17393.84606000001
Argentina,2021-02-01,45059.047990000014
Argentina,2021-03-01,47605.10089999998
Argentina,2021-04-01,94188.43680999988
Argentina,2021-05-01,78687.41377999992
Argentina,2021-06-01,112559.96795999994
Argentina,2021-07-01,197509.3739399999
Argentina,2021-08-01,219227.9265399999
Argentina,2021-09-01,143469.59329000016
Argentina,2021-10-01,148635.35233
Argentina,2021-11-01,98556.97605000001
Argentina,2021-12-01,97492.75458
Argentina,2022-01-01,105696.76002000007
Argentina,2022-02-01,79190.84076000006
Argentina,2022-03-01,125572.94254000002
Argentina,2022-04-01,94549.19499999989
Argentina,2022-05-01,118211.89186999996
Argentina,2022-06-01,116953.31036999999
Argentina,2022-07-01,96199.18332999997
Argentina,2022-08-01,169041.83916
Argentina,2022-09-01,202422.7963800001
Argentina,2022-10-01,167167.75068999984
Argentina,2022-11-01,141748.87847999998
Argentina,2022-12-01,223759.31543000005
Argentina,2023-01-01,69911.18580999992
Argentina,2023-02-01,190407.53566000005
Argentina,2023-03-01,147383.74636999998
Argentina,2023-04-01,123488.21863999999
Argentina,2023-05-01,127303.61363000008
Argentina,2023-06-01,111618.86239999987
Argentina,2023-07-01,116578.69499000005
Argentina,2023-08-01,205036.92034000024
Argentina,2023-09-01,101118.75516000004
Argentina,2023-10-01,78763.15106000003
Argentina,2023-11-01,64294.63388
Argentina,2023-12-01,74741.82711000003
Argentina,2024-01-01,92024.35107000005
Argentina,2024-02-01,84849.55484999991
Argentina,2024-03-01,98088.58987000017
Argentina,2024-04-01,74205.85737000001
Argentina,2024-05-01,84003.22226000005
Argentina,2024-06-01,89807.9304
Argentina,2024-07-01,67016.98273000002
Argentina,2024-08-01,54042.12426999997
Argentina,2024-09-01,83378.14110000008
Argentina,2024-10-01,83184.00213999995
Argentina,2024-11-01,83192.03584000008
Argentina,2024-12-01,49474.791610000015
Argentina,2025-01-01,57724.71090000001
Argentina,2025-02-01,72548.86421999997
Argentina,2025-03-01,83291.34960000002
Argentina,2025-04-01,73877.22563000002
Argentina,2025-05-01,71254.55794000003
Argentina,2025-06-01,94932.35758999994
Argentina,2025-07-01,76845.2795699999
Argentina,2025-08-01,97910.86344999999
Argentina,2025-09-01,95091.29146
Argentina,2025-10-01,90694.69976000003
Argentina,2025-11-01,78039.35895000002
Argentina,2025-12-01,75627.58247999995
Argentina,2026-01-01,85351.41103000008
Argentina,2026-02-01,72063.74631999998
Argentina,2026-03-01,64211.04962000005
Argentina,2026-04-01,110244.34268999996
Argentina,2026-05-01,82871.84134999999
Argentina,2026-06-01,93794.58896999995
Austria,2007-01-01,7791.508959999999
Austria,2007-02-01,5477.591280000001
Austria,2007-03-01,7544.995569999997
Austria,2007-04-01,9554.749370000005
Austria,2007-05-01,7991.319680000001
Austria,2007-06-01,9203.901670000005
Austria,2007-07-01,8290.1761
Austria,2007-08-01,9875.890389999993
Austria,2007-09-01,10409.294440000005
Austria,2007-10-01,9509.55119999999
Austria,2007-11-01,8924.429670000003
Austria,2007-12-01,12941.811189999997
Austria,2008-01-01,13747.252700000014
Austria,2008-02-01,7923.468250000003
Austria,2008-03-01,7369.735079999999
Austria,2008-04-01,12561.09176999999
Austria,2008-05-01,7298.357079999998
Austria,2008-06-01,9924.44489
Austria,2008-07-01,10259.818360000007
Austria,2008-08-01,10131.835580000003
Austria,2008-09-01,16914.334540000003
Austria,2008-10-01,12330.17408
Austria,2008-11-01,12246.460079999997
Austria,2008-12-01,12867.94779000001
Austria,2009-01-01,9121.227520000004
Austria,2009-02-01,7165.140400000001
Austria,2009-03-01,10473.59394
Austria,2009-04-01,6534.524509999999
Austria,2009-05-01,7968.49741
Austria,2009-06-01,9488.714459999997
Austria,2009-07-01,7421.98183
Austria,2009-08-01,8153.403500000001
Austria,2009-09-01,6019.8476900000005
Austria,2009-10-01,10556.920930000002
Austria,2009-11-01,7358.27226
Austria,2009-12-01,8394.8505
Austria,2010-01-01,7678.567970000004
Austria,2010-02-01,6739.161000000001
Austria,2010-03-01,9682.380659999999
Austria,2010-04-01,8356.71911
Austria,2010-05-01,11556.099299999998
Austria,2010-06-01,8990.842050000001
Austria,2010-07-01,7184.906839999998
Austria,2010-08-01,10775.952570000001
Austria,2010-09-01,8213.437510000002
Austria,2010-10-01,13033.803230000005
Austria,2010-11-01,14785.261099999998
Austria,2010-12-01,13287.89308
Austria,2011-01-01,8288.490180000003
Austria,2011-02-01,13933.619589999998
Austria,2011-03-01,10218.16612
Austria,2011-04-01,11678.07759
Austria,2011-05-01,15403.662689999997
Austria,2011-06-01,14537.318130000003
Austria,2011-07-01,16297.080080000003
Austria,2011-08-01,15084.891919999996
Austria,2011-09-01,12753.555520000002
Austria,2011-10-01,15060.441789999997
Austria,2011-11-01,12284.361799999999
Austria,2011-12-01,17374.468640000006
Austria,2012-01-01,14676.41703
Austria,2012-02-01,10890.6221
Austria,2012-03-01,13279.505370000003
Austria,2012-04-01,17188.330219999993
Austria,2012-05-01,17501.779819999992
Austria,2012-06-01,11545.682360000003
Austria,2012-07-01,16555.81519
Austria,2012-08-01,12861.46867
Austria,2012-09-01,11663.92194
Austria,2012-10-01,12763.317439999997
Austria,2012-11-01,10763.153209999999
Austria,2012-12-01,12219.366090000001
Austria,2013-01-01,11649.109209999997
Austria,2013-02-01,10517.909580000001
Austria,2013-03-01,14920.261699999995
Austria,2013-04-01,19304.48125
Austria,2013-05-01,16280.786509999994
Austria,2013-06-01,15785.703540000004
Austria,2013-07-01,22470.677909999995
Austria,2013-08-01,16561.269390000005
Austria,2013-09-01,17263.42759
Austria,2013-10-01,11917.73238
Austria,2013-11-01,14195.987289999997
Austria,2013-12-01,12229.773090000002
Austria,2014-01-01,21562.07871
Austria,2014-02-01,17364.545720000002
Austria,2014-03-01,12051.134680000001
Austria,2014-04-01,15367.080689999999
Austria,2014-05-01,16856.402450000005
Austria,2014-06-01,13701.757689999999
Austria,2014-07-01,16810.514660000004
Austria,2014-08-01,12669.922540000003
Austria,2014-09-01,16066.314220000006
Austria,2014-10-01,12925.284730000001
Austria,2014-11-01,12131.840329999997
Austria,2014-12-01,13649.979879999999
Austria,2015-01-01,13750.992530000007
Austria,2015-02-01,13802.371420000001
Austria,2015-03-01,27009.731930000013
Austria,2015-04-01,12571.551609999997
Austria,2015-05-01,15326.108359999997
Austria,2015-06-01,14085.559129999996
Austria,2015-07-01,14397.981749999997
Austria,2015-08-01,16720.252800000006
Austria,2015-09-01,12760.148070000001
Austria,2015-10-01,12383.976279999993
Austria,2015-11-01,10243.961899999998
Austria,2015-12-01,12195.36011
Austria,2016-01-01,9536.262069999999
Austria,2016-02-01,12678.920389999996
Austria,2016-03-01,10626.824070000004
Austria,2016-04-01,9128.877050000006
Austria,2016-05-01,9225.560879999999
Austria,2016-06-01,15295.364749999997
Austria,2016-07-01,9176.983400000003
Austria,2016-08-01,11532.209690000002
Austria,2016-09-01,12369.797679999998
Austria,2016-10-01,11417.282599999999
Austria,2016-11-01,13880.27830000001
Austria,2016-12-01,16675.717710000004
Austria,2017-01-01,11321.607419999998
Austria,2017-02-01,10800.073180000014
Austria,2017-03-01,12424.844719999996
Austria,2017-04-01,10106.171449999996
Austria,2017-05-01,13309.774600000006
Austria,2017-06-01,21880.657930000034
Austria,2017-07-01,14105.988550000004
Austria,2017-08-01,14292.424549999985
Austria,2017-09-01,17473.425089999986
Austria,2017-10-01,13458.917289999992
Austria,2017-11-01,16141.999730000003
Austria,2017-12-01,16213.439709999977
Austria,2018-01-01,10580.899100000006
Austria,2018-02-01,12618.289749999987
Austria,2018-03-01,11407.526609999994
Austria,2018-04-01,12582.846240000004
Austria,2018-05-01,10792.548000000017
Austria,2018-06-01,8359.049230000004
Austria,2018-07-01,15396.923819999987
Austria,2018-08-01,10882.246549999998
Austria,2018-09-01,13283.010209999993
Austria,2018-10-01,14959.045770000015
Austria,2018-11-01,11464.789689999994
Austria,2018-12-01,17527.963199999984
Austria,2019-01-01,14092.117210000006
Austria,2019-02-01,9402.976659999995
Austria,2019-03-01,13318.795700000006
Austria,2019-04-01,10900.09686
Austria,2019-05-01,11319.657400000013
Austria,2019-06-01,10471.301349999989
Austria,2019-07-01,14879.720740000022
Austria,2019-08-01,14543.587860000005
Austria,2019-09-01,12918.234910000003
Austria,2019-10-01,14268.02198000001
Austria,2019-11-01,14561.780390000002
Austria,2019-12-01,12284.965950000002
Austria,2020-01-01,11321.592679999998
Austria,2020-02-01,13254.417779999998
Austria,2020-03-01,9524.090209999995
Austria,2020-04-01,8777.667269999998
Austria,2020-05-01,10357.628959999993
Austria,2020-06-01,8238.3714
Austria,2020-07-01,9614.110239999993
Austria,2020-08-01,8044.719899999994
Austria,2020-09-01,9854.283810000008
Austria,2020-10-01,9085.308729999999
Austria,2020-11-01,8923.288350000003
Austria,2020-12-01,9988.749960000001
Austria,2021-01-01,9114.976950000004
Austria,2021-02-01,9679.762160000017
Austria,2021-03-01,12562.051250000002
Austria,2021-04-01,19282.310450000008
Austria,2021-05-01,9531.688990000006
Austria,2021-06-01,11539.273349999998
Austria,2021-07-01,13731.620540000009
Austria,2021-08-01,11223.895939999986
Austria,2021-09-01,12910.748200000002
Austria,2021-10-01,12467.370220000006
Austria,2021-11-01,16318.706390000007
Austria,2021-12-01,11935.673220000004
Austria,2022-01-01,9793.670720000004
Austria,2022-02-01,15747.29327999999
Austria,2022-03-01,11141.831000000004
Austria,2022-04-01,13576.627369999987
Austria,2022-05-01,10763.112890000006
Austria,2022-06-01,11086.795770000004
Austria,2022-07-01,13010.583879999991
Austria,2022-08-01,15433.295429999998
Austria,2022-09-01,18180.40391
Austria,2022-10-01,13361.212299999985
Austria,2022-11-01,15428.02296999999
Austria,2022-12-01,17967.914889999996
Austria,2023-01-01,14340.565880000004
Austria,2023-02-01,12870.88365
Austria,2023-03-01,11929.330159999996
Austria,2023-04-01,13039.628450000006
Austria,2023-05-01,15915.891679999993
Austria,2023-06-01,16637.923360000004
Austria,2023-07-01,21247.815239999996
Austria,2023-08-01,13359.368950000011
Austria,2023-09-01,14606.951730000012
Austria,2023-10-01,15391.339369999998
Austria,2023-11-01,17427.88428000001
Austria,2023-12-01,12605.785689999999
Austria,2024-01-01,12727.417610000013
Austria,2024-02-01,17705.59971000001
Austria,2024-03-01,15685.479939999997
Austria,2024-04-01,24699.55073000001
Austria,2024-05-01,14237.750740000007
Austria,2024-06-01,11225.601619999996
Austria,2024-07-01,10273.420440000009
Austria,2024-08-01,15975.910229999996
Austria,2024-09-01,14222.55594
Austria,2024-10-01,14794.549899999996
Austria,2024-11-01,23248.972410000002
Austria,2024-12-01,18881.69324000002
Austria,2025-01-01,8843.60529000001
Austria,2025-02-01,13559.143339999993
Austria,2025-03-01,13442.240380000005
Austria,2025-04-01,19199.88895999999
Austria,2025-05-01,19113.68305
Austria,2025-06-01,12640.767860000009
Austria,2025-07-01,13553.171970000005
Austria,2025-08-01,16859.875689999986
Austria,2025-09-01,16545.909689999997
Austria,2025-10-01,13884.936359999992
Austria,2025-11-01,11531.238600000004
Austria,2025-12-01,15492.980150000016
Austria,2026-01-01,18930.786979999997
Austria,2026-02-01,14006.120889999997
Austria,2026-03-01,14944.34910000001
Austria,2026-04-01,13682.080780000002
Austria,2026-05-01,15548.44199
Austria,2026-06-01,15211.774790000001
Bolivia,2007-01-01,14992.60346
Bolivia,2007-02-01,5127.34208
Bolivia,2007-03-01,8162.94956
Bolivia,2007-04-01,5743.303390000001
Bolivia,2007-05-01,7062.5644900000025
Bolivia,2007-06-01,13015.06666
Bolivia,2007-07-01,12136.72433
Bolivia,2007-08-01,20635.277070000004
Bolivia,2007-09-01,7109.80275
Bolivia,2007-10-01,20030.327819999995
Bolivia,2007-11-01,13289.26256
Bolivia,2007-12-01,15773.986200000005
Bolivia,2008-01-01,22001.86226
Bolivia,2008-02-01,13651.954300000001
Bolivia,2008-03-01,20223.93981000001
Bolivia,2008-04-01,12461.18878
