Fecha,Departamento,Total_hogares,Suficiencia_ingreso,Hogares,Porcentaje
2021,Cesar,400,Cubren más que los gastos mínimos,9,2.13083054
2021,Córdoba,589,No alcanzan para cubrir los gastos mínimos,387,65.7096841
2021,Córdoba,589,Alcanzan para cubrir los gastos mínimos,178,30.3248578
2021,Córdoba,589,Cubren más que los gastos mínimos,23,3.96545805
2021,Cundinamarca,1190,No alcanzan para cubrir los gastos mínimos,419,35.2159686
2021,Cundinamarca,1190,Alcanzan para cubrir los gastos mínimos,703,59.1016598
2021,Cundinamarca,1190,Cubren más que los gastos mínimos,68,5.68237164
2021,Chocó,172,No alcanzan para cubrir los gastos mínimos,114,66.4205105
2021,Chocó,172,Alcanzan para cubrir los gastos mínimos,57,32.9381541
2021,Chocó,172,Cubren más que los gastos mínimos,1,0.641335409
2021,Guainía,15,No alcanzan para cubrir los gastos mínimos,8,54.5469456
2021,Guainía,15,Alcanzan para cubrir los gastos mínimos,7,43.9593576
2021,Guainía,15,Cubren más que los gastos mínimos,0,1.49369676
2021,Guaviare,31,No alcanzan para cubrir los gastos mínimos,18,58.045643
2021,Guaviare,31,Alcanzan para cubrir los gastos mínimos,12,40.308831
2021,Guaviare,31,Cubren más que los gastos mínimos,1,1.64552606
2021,Huila,366,No alcanzan para cubrir los gastos mínimos,148,40.5684686
2021,Huila,366,Alcanzan para cubrir los gastos mínimos,203,55.583418
2021,Huila,366,Cubren más que los gastos mínimos,14,3.8481134
2021,La Guajira,295,No alcanzan para cubrir los gastos mínimos,213,72.1063163
2021,La Guajira,295,Alcanzan para cubrir los gastos mínimos,77,26.0154745
2021,La Guajira,295,Cubren más que los gastos mínimos,6,1.87820926
2021,Magdalena,411,No alcanzan para cubrir los gastos mínimos,237,57.6998556
2021,Magdalena,411,Alcanzan para cubrir los gastos mínimos,153,37.2559579
2021,Magdalena,411,Cubren más que los gastos mínimos,21,5.04418656
2021,Meta,370,No alcanzan para cubrir los gastos mínimos,161,43.5580693
2021,Meta,370,Alcanzan para cubrir los gastos mínimos,189,51.0820316
2021,Meta,370,Cubren más que los gastos mínimos,20,5.35989901
2021,Nariño,577,No alcanzan para cubrir los gastos mínimos,291,50.4273652
2021,Nariño,577,Alcanzan para cubrir los gastos mínimos,260,45.0294421
2021,Nariño,577,Cubren más que los gastos mínimos,26,4.54319275
2021,Norte de Santander,494,No alcanzan para cubrir los gastos mínimos,230,46.6590792
2021,Norte de Santander,494,Alcanzan para cubrir los gastos mínimos,245,49.557147
2021,Norte de Santander,494,Cubren más que los gastos mínimos,19,3.78377381
2021,Putumayo,146,No alcanzan para cubrir los gastos mínimos,75,51.5506032
2021,Putumayo,146,Alcanzan para cubrir los gastos mínimos,67,46.2015243
2021,Putumayo,146,Cubren más que los gastos mínimos,3,2.24787248
2021,Quindío,199,No alcanzan para cubrir los gastos mínimos,63,31.4420411
2021,Quindío,199,Alcanzan para cubrir los gastos mínimos,107,53.7769839
2021,Quindío,199,Cubren más que los gastos mínimos,29,14.7809751
2021,Risaralda,333,No alcanzan para cubrir los gastos mínimos,89,26.6439337
2021,Risaralda,333,Alcanzan para cubrir los gastos mínimos,214,64.2622165
2021,Risaralda,333,Cubren más que los gastos mínimos,30,9.09384983
2021,San Andrés,15,No alcanzan para cubrir los gastos mínimos,3,16.7844445
2021,San Andrés,15,Alcanzan para cubrir los gastos mínimos,12,76.5368289
2021,San Andrés,15,Cubren más que los gastos mínimos,1,6.6787266
2021,Santander,769,No alcanzan para cubrir los gastos mínimos,301,39.1949898
2021,Santander,769,Alcanzan para cubrir los gastos mínimos,401,52.1430594
2021,Santander,769,Cubren más que los gastos mínimos,67,8.66195081
2021,Sucre,278,No alcanzan para cubrir los gastos mínimos,184,66.1785693
2021,Sucre,278,Alcanzan para cubrir los gastos mínimos,88,31.4637818
2021,Sucre,278,Cubren más que los gastos mínimos,7,2.35764889
2021,Tolima,480,No alcanzan para cubrir los gastos mínimos,241,50.3062069
2021,Tolima,480,Alcanzan para cubrir los gastos mínimos,217,45.3290472
2021,Tolima,480,Cubren más que los gastos mínimos,21,4.3647459
2021,Valle,1511,No alcanzan para cubrir los gastos mínimos,572,37.8506825
2021,Valle,1511,Alcanzan para cubrir los gastos mínimos,799,52.8568771
2021,Valle,1511,Cubren más que los gastos mínimos,140,9.29244036
2021,Vaupés,12,No alcanzan para cubrir los gastos mínimos,9,72.4195571
2021,Vaupés,12,Alcanzan para cubrir los gastos mínimos,3,26.7450018
2021,Vaupés,12,Cubren más que los gastos mínimos,0,0.835441096
2021,Vichada,43,No alcanzan para cubrir los gastos mínimos,33,75.5191575
2021,Vichada,43,Alcanzan para cubrir los gastos mínimos,10,23.2573842
2021,Vichada,43,Cubren más que los gastos mínimos,1,1.22345835
2022,Total nacional,17526,No alcanzan para cubrir los gastos mínimos,7749,44.21430505
2022,Total nacional,17526,Alcanzan para cubrir los gastos mínimos,8485,48.41262787
2022,Total nacional,17526,Cubren más que los gastos mínimos,1292,7.37306708
2022,Cabecera,13554,No alcanzan para cubrir los gastos mínimos,5307,39.1574691
2022,Cabecera,13554,Alcanzan para cubrir los gastos mínimos,7016,51.76103565
2022,Cabecera,13554,Cubren más que los gastos mínimos,1231,9.08149525
2022,Centros poblados y rural disperso,3972,No alcanzan para cubrir los gastos mínimos,2441,61.47098762
2022,Centros poblados y rural disperso,3972,Alcanzan para cubrir los gastos mínimos,1469,36.98603409
2022,Centros poblados y rural disperso,3972,Cubren más que los gastos mínimos,61,1.54297829
2022,Amazonas,22,No alcanzan para cubrir los gastos mínimos,10,43.92296024
2022,Amazonas,22,Alcanzan para cubrir los gastos mínimos,11,52.21385268
2022,Amazonas,22,Cubren más que los gastos mínimos,1,3.86318707
2022,Antioquia,2406,No alcanzan para cubrir los gastos mínimos,828,34.39653135
2022,Antioquia,2406,Alcanzan para cubrir los gastos mínimos,1315,54.63873272
2022,Antioquia,2406,Cubren más que los gastos mínimos,264,10.96473593
2022,Arauca,113,No alcanzan para cubrir los gastos mínimos,54,48.01346732
2022,Arauca,113,Alcanzan para cubrir los gastos mínimos,56,49.56288962
2022,Arauca,113,Cubren más que los gastos mínimos,3,2.42364305
2022,Atlántico,774,No alcanzan para cubrir los gastos mínimos,409,52.87376968
2022,Atlántico,774,Alcanzan para cubrir los gastos mínimos,314,40.58921412
2022,Atlántico,774,Cubren más que los gastos mínimos,51,6.5370162
2022,Bogotá D.C.,2940,No alcanzan para cubrir los gastos mínimos,838,28.51433186
2022,Bogotá D.C.,2940,Alcanzan para cubrir los gastos mínimos,1670,56.78704807
2022,Bogotá D.C.,2940,Cubren más que los gastos mínimos,432,14.69862008
2022,Bolívar,674,No alcanzan para cubrir los gastos mínimos,416,61.69098046
2022,Bolívar,674,Alcanzan para cubrir los gastos mínimos,222,32.93511826
2022,Bolívar,674,Cubren más que los gastos mínimos,36,5.37390127
2022,Boyacá,441,No alcanzan para cubrir los gastos mínimos,162,36.83466718
2022,Boyacá,441,Alcanzan para cubrir los gastos mínimos,261,59.31465456
2022,Boyacá,441,Cubren más que los gastos mínimos,17,3.85067826
2022,Caldas,363,No alcanzan para cubrir los gastos mínimos,117,32.20286806
2022,Caldas,363,Alcanzan para cubrir los gastos mínimos,204,56.19183682
2022,Caldas,363,Cubren más que los gastos mínimos,42,11.60529511
2022,Caquetá,144,No alcanzan para cubrir los gastos mínimos,57,39.68758064
2022,Caquetá,144,Alcanzan para cubrir los gastos mínimos,82,57.19455468
2022,Caquetá,144,Cubren más que los gastos mínimos,4,3.11786468
2022,Casanare,157,No alcanzan para cubrir los gastos mínimos,74,47.29747394
2022,Casanare,157,Alcanzan para cubrir los gastos mínimos,77,48.7765478
2022,Casanare,157,Cubren más que los gastos mínimos,6,3.92597826
2022,Cauca,574,No alcanzan para cubrir los gastos mínimos,291,50.61785038
2022,Cauca,574,Alcanzan para cubrir los gastos mínimos,267,46.38994105
2022,Cauca,574,Cubren más que los gastos mínimos,17,2.99220857
2022,Cesar,412,No alcanzan para cubrir los gastos mínimos,269,65.35955484
2022,Cesar,412,Alcanzan para cubrir los gastos mínimos,130,31.53241285
2022,Cesar,412,Cubren más que los gastos mínimos,13,3.10803231
2022,Córdoba,603,No alcanzan para cubrir los gastos mínimos,399,66.21465846
2022,Córdoba,603,Alcanzan para cubrir los gastos mínimos,190,31.54879783
2022,Córdoba,603,Cubren más que los gastos mínimos,13,2.23654372
2022,Cundinamarca,1244,No alcanzan para cubrir los gastos mínimos,586,47.09749905
2022,Cundinamarca,1244,Alcanzan para cubrir los gastos mínimos,605,48.64788216
2022,Cundinamarca,1244,Cubren más que los gastos mínimos,53,4.25461879
2022,Chocó,176,No alcanzan para cubrir los gastos mínimos,121,68.34387087
2022,Chocó,176,Alcanzan para cubrir los gastos mínimos,52,29.44281012
2022,Chocó,176,Cubren más que los gastos mínimos,4,2.21331901
2022,Guainía,15,No alcanzan para cubrir los gastos mínimos,7,45.99464677
2022,Guainía,15,Alcanzan para cubrir los gastos mínimos,8,49.6001939
2022,Guainía,15,Cubren más que los gastos mínimos,1,4.40515933
2022,Guaviare,32,No alcanzan para cubrir los gastos mínimos,19,58.25770371
2022,Guaviare,32,Alcanzan para cubrir los gastos mínimos,13,39.90540834
2022,Guaviare,32,Cubren más que los gastos mínimos,1,1.83688795
2022,Huila,374,No alcanzan para cubrir los gastos mínimos,197,52.57344288
2022,Huila,374,Alcanzan para cubrir los gastos mínimos,165,44.1856533
2022,Huila,374,Cubren más que los gastos mínimos,12,3.24090382
2022,La Guajira,307,No alcanzan para cubrir los gastos mínimos,218,71.09197083
2022,La Guajira,307,Alcanzan para cubrir los gastos mínimos,84,27.39059727
2022,La Guajira,307,Cubren más que los gastos mínimos,5,1.5174319
2022,Magdalena,422,No alcanzan para cubrir los gastos mínimos,228,54.03056893
2022,Magdalena,422,Alcanzan para cubrir los gastos mínimos,184,43.66566213
2022,Magdalena,422,Cubren más que los gastos mínimos,10,2.30376895
2022,Meta,378,No alcanzan para cubrir los gastos mínimos,177,46.8368188
2022,Meta,378,Alcanzan para cubrir los gastos mínimos,185,48.92309799
2022,Meta,378,Cubren más que los gastos mínimos,16,4.24008321
2022,Nariño,588,No alcanzan para cubrir los gastos mínimos,374,63.60214545
2022,Nariño,588,Alcanzan para cubrir los gastos mínimos,192,32.69935959
2022,Nariño,588,Cubren más que los gastos mínimos,22,3.69849496
2022,Norte de Santander,504,No alcanzan para cubrir los gastos mínimos,207,41.03154596
2022,Norte de Santander,504,Alcanzan para cubrir los gastos mínimos,274,54.35160478
2022,Norte de Santander,504,Cubren más que los gastos mínimos,23,4.61684926
2022,Putumayo,151,No alcanzan para cubrir los gastos mínimos,66,43.60478395
2022,Putumayo,151,Alcanzan para cubrir los gastos mínimos,81,54.0315666
2022,Putumayo,151,Cubren más que los gastos mínimos,4,2.36364945
2022,Quindío,204,No alcanzan para cubrir los gastos mínimos,73,35.55112676
2022,Quindío,204,Alcanzan para cubrir los gastos mínimos,121,59.3116191
2022,Quindío,204,Cubren más que los gastos mínimos,10,5.13725414
2022,Risaralda,341,No alcanzan para cubrir los gastos mínimos,114,33.51529845
2022,Risaralda,341,Alcanzan para cubrir los gastos mínimos,192,56.37386984
2022,Risaralda,341,Cubren más que los gastos mínimos,34,10.11083171
2022,San Andrés,16,No alcanzan para cubrir los gastos mínimos,3,17.97723318
2022,San Andrés,16,Alcanzan para cubrir los gastos mínimos,11,72.12487037
2022,San Andrés,16,Cubren más que los gastos mínimos,2,9.89789645
2022,Santander,786,No alcanzan para cubrir los gastos mínimos,338,43.06574297
2022,Santander,786,Alcanzan para cubrir los gastos mínimos,400,50.95247095
2022,Santander,786,Cubren más que los gastos mínimos,47,5.98178607
2022,Sucre,285,No alcanzan para cubrir los gastos mínimos,205,72.00647636
2022,Sucre,285,Alcanzan para cubrir los gastos mínimos,69,24.25427737
2022,Sucre,285,Cubren más que los gastos mínimos,11,3.73924627
2022,Tolima,488,No alcanzan para cubrir los gastos mínimos,207,42.37450874
2022,Tolima,488,Alcanzan para cubrir los gastos mínimos,256,52.44915753
2022,Tolima,488,Cubren más que los gastos mínimos,25,5.17633373
2022,Valle,1544,No alcanzan para cubrir los gastos mínimos,659,42.69283813
2022,Valle,1544,Alcanzan para cubrir los gastos mínimos,772,49.98587604
2022,Valle,1544,Cubren más que los gastos mínimos,113,7.32128584
2022,Vaupés,14,No alcanzan para cubrir los gastos mínimos,9,63.83011084
2022,Vaupés,14,Alcanzan para cubrir los gastos mínimos,5,34.87063139
2022,Vaupés,14,Cubren más que los gastos mínimos,0,1.29925777
2022,Vichada,33,No alcanzan para cubrir los gastos mínimos,17,51.11914168
2022,Vichada,33,Alcanzan para cubrir los gastos mínimos,16,46.91255907
2022,Vichada,33,Cubren más que los gastos mínimos,1,1.96829926
2023,Total nacional,18009,No alcanzan para cubrir los gastos mínimos,7176,39.84760876
2023,Total nacional,18009,Alcanzan para cubrir los gastos mínimos,9406,52.22628108
2023,Total nacional,18009,Cubren más que los gastos mínimos,1427,7.92611015
2023,Cabecera,13952,No alcanzan para cubrir los gastos mínimos,4902,35.13240867
2023,Cabecera,13952,Alcanzan para cubrir los gastos mínimos,7708,55.24240839
2023,Cabecera,13952,Cubren más que los gastos mínimos,1343,9.62518294
2023,Centros poblados y rural disperso,4057,No alcanzan para cubrir los gastos mínimos,2275,56.06322614
2023,Centros poblados y rural disperso,4057,Alcanzan para cubrir los gastos mínimos,1698,41.85379098
2023,Centros poblados y rural disperso,4057,Cubren más que los gastos mínimos,85,2.08298288
2023,Amazonas,27,No alcanzan para cubrir los gastos mínimos,10,36.09400812
2023,Amazonas,27,Alcanzan para cubrir los gastos mínimos,15,56.07181081
2023,Amazonas,27,Cubren más que los gastos mínimos,2,7.83418107
2023,Antioquia,2485,No alcanzan para cubrir los gastos mínimos,903,36.32375712
2023,Antioquia,2485,Alcanzan para cubrir los gastos mínimos,1398,56.24446037
2023,Antioquia,2485,Cubren más que los gastos mínimos,185,7.43178251
2023,Arauca,114,No alcanzan para cubrir los gastos mínimos,51,45.10858598
2023,Arauca,114,Alcanzan para cubrir los gastos mínimos,60,52.83060621
2023,Arauca,114,Cubren más que los gastos mínimos,2,2.06080781
2023,Atlántico,795,No alcanzan para cubrir los gastos mínimos,389,48.85631289
2023,Atlántico,795,Alcanzan para cubrir los gastos mínimos,335,42.18353732
2023,Atlántico,795,Cubren más que los gastos mínimos,71,8.96014979
2023,Bogotá D.C.,3018,No alcanzan para cubrir los gastos mínimos,748,24.7820417
2023,Bogotá D.C.,3018,Alcanzan para cubrir los gastos mínimos,1761,58.36176405
2023,Bogotá D.C.,3018,Cubren más que los gastos mínimos,509,16.85619425
2023,Bolívar,692,No alcanzan para cubrir los gastos mínimos,324,46.79948613
2023,Bolívar,692,Alcanzan para cubrir los gastos mínimos,325,47.02023956
2023,Bolívar,692,Cubren más que los gastos mínimos,43,6.18027431
2023,Boyacá,448,No alcanzan para cubrir los gastos mínimos,169,37.67576332
2023,Boyacá,448,Alcanzan para cubrir los gastos mínimos,259,57.90115733
2023,Boyacá,448,Cubren más que los gastos mínimos,20,4.42307935
2023,Caldas,371,No alcanzan para cubrir los gastos mínimos,108,28.98372254
2023,Caldas,371,Alcanzan para cubrir los gastos mínimos,220,59.28715668
2023,Caldas,371,Cubren más que los gastos mínimos,44,11.72912077
2023,Caquetá,148,No alcanzan para cubrir los gastos mínimos,59,40.20209436
2023,Caquetá,148,Alcanzan para cubrir los gastos mínimos,84,56.68081254
2023,Caquetá,148,Cubren más que los gastos mínimos,5,3.1170931
2023,Casanare,161,No alcanzan para cubrir los gastos mínimos,70,43.4501457
2023,Casanare,161,Alcanzan para cubrir los gastos mínimos,83,51.89159028
2023,Casanare,161,Cubren más que los gastos mínimos,7,4.65826402
2023,Cauca,590,No alcanzan para cubrir los gastos mínimos,366,62.1167246
2023,Cauca,590,Alcanzan para cubrir los gastos mínimos,208,35.19666464
2023,Cauca,590,Cubren más que los gastos mínimos,16,2.68661075
2023,Cesar,425,No alcanzan para cubrir los gastos mínimos,226,53.18463605
2023,Cesar,425,Alcanzan para cubrir los gastos mínimos,186,43.6884506
2023,Cesar,425,Cubren más que los gastos mínimos,13,3.12691335
2023,Córdoba,618,No alcanzan para cubrir los gastos mínimos,292,47.31086202
2023,Córdoba,618,Alcanzan para cubrir los gastos mínimos,300,48.62981492
2023,Córdoba,618,Cubren más que los gastos mínimos,25,4.05932305
2023,Cundinamarca,1299,No alcanzan para cubrir los gastos mínimos,456,35.09576135
2023,Cundinamarca,1299,Alcanzan para cubrir los gastos mínimos,734,56.49458121
2023,Cundinamarca,1299,Cubren más que los gastos mínimos,109,8.40965745
2023,Chocó,181,No alcanzan para cubrir los gastos mínimos,95,52.53725919
2023,Chocó,181,Alcanzan para cubrir los gastos mínimos,81,44.51762976
2023,Chocó,181,Cubren más que los gastos mínimos,5,2.94511105
2023,Guainía,15,No alcanzan para cubrir los gastos mínimos,8,55.77261268
2023,Guainía,15,Alcanzan para cubrir los gastos mínimos,6,39.95606058
2023,Guainía,15,Cubren más que los gastos mínimos,1,4.27132674
2023,Guaviare,30,No alcanzan para cubrir los gastos mínimos,15,50.91544174
2023,Guaviare,30,Alcanzan para cubrir los gastos mínimos,14,46.50930946
2023,Guaviare,30,Cubren más que los gastos mínimos,1,2.5752488
2023,Huila,382,No alcanzan para cubrir los gastos mínimos,196,51.34513725
2023,Huila,382,Alcanzan para cubrir los gastos mínimos,173,45.1706841
2023,Huila,382,Cubren más que los gastos mínimos,13,3.48417865
2023,La Guajira,318,No alcanzan para cubrir los gastos mínimos,211,66.30269745
2023,La Guajira,318,Alcanzan para cubrir los gastos mínimos,103,32.29916827
2023,La Guajira,318,Cubren más que los gastos mínimos,4,1.39813428
2023,Magdalena,432,No alcanzan para cubrir los gastos mínimos,246,56.94537303
2023,Magdalena,432,Alcanzan para cubrir los gastos mínimos,171,39.55793457
2023,Magdalena,432,Cubren más que los gastos mínimos,15,3.4966924
2023,Meta,386,No alcanzan para cubrir los gastos mínimos,180,46.47270025
2023,Meta,386,Alcanzan para cubrir los gastos mínimos,191,49.53957763
2023,Meta,386,Cubren más que los gastos mínimos,15,3.98772212
2023,Nariño,600,No alcanzan para cubrir los gastos mínimos,319,53.15681802
2023,Nariño,600,Alcanzan para cubrir los gastos mínimos,264,44.09535751
2023,Nariño,600,Cubren más que los gastos mínimos,16,2.74782447
2023,Norte de Santander,514,No alcanzan para cubrir los gastos mínimos,209,40.66552045
2023,Norte de Santander,514,Alcanzan para cubrir los gastos mínimos,287,55.82398772
2023,Norte de Santander,514,Cubren más que los gastos mínimos,18,3.51049183
2023,Putumayo,156,No alcanzan para cubrir los gastos mínimos,59,37.73709198
2023,Putumayo,156,Alcanzan para cubrir los gastos mínimos,92,59.39048621
2023,Putumayo,156,Cubren más que los gastos mínimos,4,2.87242181
2023,Quindío,209,No alcanzan para cubrir los gastos mínimos,88,42.09165314
2023,Quindío,209,Alcanzan para cubrir los gastos mínimos,105,50.01849212
2023,Quindío,209,Cubren más que los gastos mínimos,17,7.88985475
2023,Risaralda,349,No alcanzan para cubrir los gastos mínimos,98,28.14767989
2023,Risaralda,349,Alcanzan para cubrir los gastos mínimos,226,64.6106248
2023,Risaralda,349,Cubren más que los gastos mínimos,25,7.24169532
2023,San Andrés,16,No alcanzan para cubrir los gastos mínimos,3,19.35845604
2023,San Andrés,16,Alcanzan para cubrir los gastos mínimos,12,74.71139348
2023,San Andrés,16,Cubren más que los gastos mínimos,1,5.93015048
2023,Santander,803,No alcanzan para cubrir los gastos mínimos,257,31.98888826
2023,Santander,803,Alcanzan para cubrir los gastos mínimos,485,60.41318234
2023,Santander,803,Cubren más que los gastos mínimos,61,7.59792939
2023,Sucre,292,No alcanzan para cubrir los gastos mínimos,186,63.61546745
2023,Sucre,292,Alcanzan para cubrir los gastos mínimos,101,34.72785657
2023,Sucre,292,Cubren más que los gastos mínimos,5,1.65667597
2023,Tolima,496,No alcanzan para cubrir los gastos mínimos,255,51.40156302
2023,Tolima,496,Alcanzan para cubrir los gastos mínimos,218,43.88816808
2023,Tolima,496,Cubren más que los gastos mínimos,23,4.7102689
2023,Valle,1577,No alcanzan para cubrir los gastos mínimos,543,34.42813013
2023,Valle,1577,Alcanzan para cubrir los gastos mínimos,884,56.04939992
2023,Valle,1577,Cubren más que los gastos mínimos,150,9.52246995
2023,Vaupés,15,No alcanzan para cubrir los gastos mínimos,11,70.41525677
2023,Vaupés,15,Alcanzan para cubrir los gastos mínimos,4,28.62780534
2023,Vaupés,15,Cubren más que los gastos mínimos,0,0.9569379
2023,Vichada,49,No alcanzan para cubrir los gastos mínimos,28,57.94755049
2023,Vichada,49,Alcanzan para cubrir los gastos mínimos,20,41.22347715
2023,Vichada,49,Cubren más que los gastos mínimos,0,0.82897236
2024,Total nacional,18489,No alcanzan para cubrir los gastos mínimos,6566,35.5127451
2024,Total nacional,18489,Alcanzan para cubrir los gastos mínimos,10454,56.53930575
2024,Total nacional,18489,Cubren más que los gastos mínimos,1470,7.94794915
2024,Cabecera,14343,No alcanzan para cubrir los gastos mínimos,4411,30.75101951
2024,Cabecera,14343,Alcanzan para cubrir los gastos mínimos,8550,59.60880792
2024,Cabecera,14343,Cubren más que los gastos mínimos,1383,9.64017257
2024,Centros poblados y rural disperso,4146,No alcanzan para cubrir los gastos mínimos,2155,51.98441923
2024,Centros poblados y rural disperso,4146,Alcanzan para cubrir los gastos mínimos,1904,45.92133994
2024,Centros poblados y rural disperso,4146,Cubren más que los gastos mínimos,87,2.09424083
2024,Amazonas,27,No alcanzan para cubrir los gastos mínimos,8,31.06471288
2024,Amazonas,27,Alcanzan para cubrir los gastos mínimos,17,61.88364752
2024,Amazonas,27,Cubren más que los gastos mínimos,2,7.0516396
2024,Antioquia,2563,No alcanzan para cubrir los gastos mínimos,909,35.47854575
2024,Antioquia,2563,Alcanzan para cubrir los gastos mínimos,1430,55.78379838
2024,Antioquia,2563,Cubren más que los gastos mínimos,224,8.73765588
2024,Arauca,125,No alcanzan para cubrir los gastos mínimos,34,27.05620604
2024,Arauca,125,Alcanzan para cubrir los gastos mínimos,86,69.02458907
2024,Arauca,125,Cubren más que los gastos mínimos,5,3.91920489
2024,Atlántico,817,No alcanzan para cubrir los gastos mínimos,407,49.84788236
2024,Atlántico,817,Alcanzan para cubrir los gastos mínimos,368,44.98759743
2024,Atlántico,817,Cubren más que los gastos mínimos,42,5.16452021
2024,Bogotá D.C.,3098,No alcanzan para cubrir los gastos mínimos,513,16.56520116
2024,Bogotá D.C.,3098,Alcanzan para cubrir los gastos mínimos,2162,69.78188336
2024,Bogotá D.C.,3098,Cubren más que los gastos mínimos,423,13.65291548
2024,Bolívar,710,No alcanzan para cubrir los gastos mínimos,273,38.45522557
2024,Bolívar,710,Alcanzan para cubrir los gastos mínimos,396,55.76119564
2024,Bolívar,710,Cubren más que los gastos mínimos,41,5.7835788
2024,Boyacá,455,No alcanzan para cubrir los gastos mínimos,148,32.39521761
2024,Boyacá,455,Alcanzan para cubrir los gastos mínimos,287,63.09514933
2024,Boyacá,455,Cubren más que los gastos mínimos,21,4.50963306
2024,Caldas,380,No alcanzan para cubrir los gastos mínimos,107,28.24646008
2024,Caldas,380,Alcanzan para cubrir los gastos mínimos,234,61.57757516
2024,Caldas,380,Cubren más que los gastos mínimos,39,10.17596476
2024,Caquetá,153,No alcanzan para cubrir los gastos mínimos,68,44.52498887
2024,Caquetá,153,Alcanzan para cubrir los gastos mínimos,77,50.56428403
2024,Caquetá,153,Cubren más que los gastos mínimos,8,4.9107271
2024,Casanare,165,No alcanzan para cubrir los gastos mínimos,76,45.8371635
2024,Casanare,165,Alcanzan para cubrir los gastos mínimos,82,49.85237269
2024,Casanare,165,Cubren más que los gastos mínimos,7,4.31046381
2024,Cauca,604,No alcanzan para cubrir los gastos mínimos,253,41.83142529
2024,Cauca,604,Alcanzan para cubrir los gastos mínimos,331,54.83678507
2024,Cauca,604,Cubren más que los gastos mínimos,20,3.33178964
2024,Cesar,438,No alcanzan para cubrir los gastos mínimos,200,45.60645885
2024,Cesar,438,Alcanzan para cubrir los gastos mínimos,223,50.84448753
2024,Cesar,438,Cubren más que los gastos mínimos,16,3.54905362
2024,Córdoba,632,No alcanzan para cubrir los gastos mínimos,407,64.45094311
2024,Córdoba,632,Alcanzan para cubrir los gastos mínimos,213,33.70780492
2024,Córdoba,632,Cubren más que los gastos mínimos,12,1.84125196
2024,Cundinamarca,1355,No alcanzan para cubrir los gastos mínimos,464,34.2581675
2024,Cundinamarca,1355,Alcanzan para cubrir los gastos mínimos,784,57.85083262
2024,Cundinamarca,1355,Cubren más que los gastos mínimos,107,7.89099988
2024,Chocó,185,No alcanzan para cubrir los gastos mínimos,105,56.54504269
2024,Chocó,185,Alcanzan para cubrir los gastos mínimos,78,42.15568564
2024,Chocó,185,Cubren más que los gastos mínimos,2,1.29927167
2024,Guainía,17,No alcanzan para cubrir los gastos mínimos,8,49.46369775
2024,Guainía,17,Alcanzan para cubrir los gastos mínimos,8,47.44983279
2024,Guainía,17,Cubren más que los gastos mínimos,1,3.08646947
2024,Guaviare,35,No alcanzan para cubrir los gastos mínimos,18,52.21508098
2024,Guaviare,35,Alcanzan para cubrir los gastos mínimos,15,42.10656988
2024,Guaviare,35,Cubren más que los gastos mínimos,2,5.67834914
2024,Huila,390,No alcanzan para cubrir los gastos mínimos,166,42.60252701
2024,Huila,390,Alcanzan para cubrir los gastos mínimos,209,53.68589121
2024,Huila,390,Cubren más que los gastos mínimos,14,3.71158178
2024,La Guajira,329,No alcanzan para cubrir los gastos mínimos,217,66.00571042
2024,La Guajira,329,Alcanzan para cubrir los gastos mínimos,106,32.1888208
2024,La Guajira,329,Cubren más que los gastos mínimos,6,1.80546878
2024,Magdalena,442,No alcanzan para cubrir los gastos mínimos,213,48.12626242
2024,Magdalena,442,Alcanzan para cubrir los gastos mínimos,208,47.05576404
2024,Magdalena,442,Cubren más que los gastos mínimos,21,4.81797353
2024,Meta,395,No alcanzan para cubrir los gastos mínimos,96,24.2042497
2024,Meta,395,Alcanzan para cubrir los gastos mínimos,274,69.33061005
2024,Meta,395,Cubren más que los gastos mínimos,26,6.46514025
2024,Nariño,611,No alcanzan para cubrir los gastos mínimos,339,55.44367038
2024,Nariño,611,Alcanzan para cubrir los gastos mínimos,252,41.31365935
2024,Nariño,611,Cubren más que los gastos mínimos,20,3.24267027
2024,Norte de Santander,524,No alcanzan para cubrir los gastos mínimos,171,32.60283693
2024,Norte de Santander,524,Alcanzan para cubrir los gastos mínimos,314,59.91961349
2024,Norte de Santander,524,Cubren más que los gastos mínimos,39,7.47754958
2024,Putumayo,161,No alcanzan para cubrir los gastos mínimos,52,32.51735393
2024,Putumayo,161,Alcanzan para cubrir los gastos mínimos,105,65.39085543
2024,Putumayo,161,Cubren más que los gastos mínimos,3,2.09179064
2024,Quindío,215,No alcanzan para cubrir los gastos mínimos,74,34.35335889
2024,Quindío,215,Alcanzan para cubrir los gastos mínimos,119,55.671853
2024,Quindío,215,Cubren más que los gastos mínimos,21,9.97478811
2024,Risaralda,357,No alcanzan para cubrir los gastos mínimos,95,26.58656654
2024,Risaralda,357,Alcanzan para cubrir los gastos mínimos,218,61.12748983
2024,Risaralda,357,Cubren más que los gastos mínimos,44,12.28594363
2024,San Andrés,17,No alcanzan para cubrir los gastos mínimos,4,26.73385339
2024,San Andrés,17,Alcanzan para cubrir los gastos mínimos,11,63.46253249
2024,San Andrés,17,Cubren más que los gastos mínimos,2,9.80361412
2024,Santander,821,No alcanzan para cubrir los gastos mínimos,206,25.02183732
2024,Santander,821,Alcanzan para cubrir los gastos mínimos,522,63.50277502
2024,Santander,821,Cubren más que los gastos mínimos,94,11.47538767
