"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
1983,"Men","Colombia","COL",0.09260885516600964,0.04655559793172415,0.15475843025717478,0.03039711799698021,0.01406173255789414,0.05503506144340298,0.10745116924352154,0.060076359397867846,0.1654412203048864,0.5919547570539657,0.5061864528011855,0.6727827169395817,0.17758809853952293,0.1138674078585255,0.2491960961571144,0.026109087384515763,0.010291080173187007,0.05021663391693212,0.003331557172194948,6.730050876831365e-4,0.009400187341258371,9.564734402695001e-4,1.693989870593207e-4,0.0029534068487399685
1984,"Men","Colombia","COL",0.08866626823133679,0.046106323572577164,0.14603539269005764,0.03212241340189413,0.015827901611346323,0.056091721413264656,0.10646987572814628,0.061953017845441154,0.16130112978908953,0.58857260521498,0.5072677514319649,0.6647037272785273,0.18416883542364282,0.1226327947949027,0.25267262198673107,0.027634573425142587,0.011776029559619688,0.05132106503992433,0.003498594785941489,8.257668516091732e-4,0.009262964991688334,9.89245190810058e-4,2.0280257131132177e-4,0.0028121207311661983
1985,"Men","Colombia","COL",0.08481669850070644,0.045191936741954646,0.13732818297162352,0.033954646222977954,0.01767667385512372,0.05726277217563857,0.10547451485667465,0.06318774273592062,0.15635760870177645,0.5848253703110828,0.509203152219819,0.6574464500278389,0.1909287681085581,0.131312630862141,0.25630927813758375,0.0292450165727167,0.013325118221624162,0.05243895696903398,0.0036822905654077757,9.580157330342448e-4,0.009209084715969736,0.001027339084853483,2.416505732433706e-4,0.002729369511224895
1986,"Men","Colombia","COL",0.08105736971463218,0.04418350727753957,0.12994942115912805,0.03591275916317208,0.019778347930014397,0.05866460709507474,0.1044715602710129,0.06442597471365517,0.1516799749058457,0.5806884092567157,0.508630792721767,0.6495538062285604,0.19786989959446707,0.13976274750554116,0.25999932165226347,0.03095756028700144,0.014937960435964882,0.05368643843047809,0.0038837690491582573,0.0011281377596024076,0.009168555074011877,0.0010714298270123872,2.8894804170119444e-4,0.002662655962396244
1987,"Men","Colombia","COL",0.07740899246580114,0.043246173950909454,0.12127969025577456,0.03799951265529561,0.021829915633221796,0.06035266697156519,0.10346419564609736,0.06568871465611399,0.14715290222503158,0.5761351870439372,0.5083845356532695,0.6421531991270907,0.2049921101888687,0.14912916068200482,0.26499376776285316,0.032772447625301154,0.016764659729523297,0.054809123225879,0.004105199741740757,0.0013175407002352757,0.009228085094293036,0.0011218652882536945,3.3589795642237667e-4,0.002641717915918976
1988,"Men","Colombia","COL",0.07387125412011596,0.042261367846852964,0.11383102955636297,0.04021751417548652,0.024017742563831157,0.06167256861489796,0.10242838492615042,0.06721696479598019,0.1434058548412378,0.5712254483797032,0.5080358687336486,0.6335116349927886,0.21225739639854388,0.15847910185827485,0.26913641847404524,0.03469161901073157,0.018758227577167597,0.056336717814538674,0.004347222150642919,0.001504076449362271,0.0093245954979698,0.0011786730141120278,3.8921248537847195e-4,0.0026344302141361004
1989,"Men","Colombia","COL",0.07044850505379127,0.04165634604661963,0.10704536488728116,0.04257984536453378,0.02623930839149795,0.06361035569881189,0.10135365990241364,0.06821525048141328,0.1397281116333839,0.5659744770431016,0.5071354421281133,0.625008779058935,0.2196435106361597,0.16814853565282584,0.27366086780341514,0.036727696339741864,0.020803464823555703,0.057665240425454074,0.004610242525761737,0.001730697481937371,0.009450706849890286,0.0012419064990301816,4.3549335781811245e-4,0.002647620940537178
1990,"Men","Colombia","COL",0.0671470499630218,0.04074615415139803,0.10067705533648821,0.04507945966224985,0.028900832343743674,0.06590369368060107,0.10022823805445871,0.06943545001317451,0.13579762618305477,0.5604138098724009,0.5043862356781019,0.6168365596598145,0.22713144044786876,0.17765442625150893,0.2783182297834411,0.03887458708212102,0.023035275857627005,0.05961876521913111,0.004893883744249146,0.0019628104238470596,0.009691036352736288,0.001310988835879682,4.963492472326588e-4,0.002689350810069947
1991,"Men","Colombia","COL",0.06394761431761295,0.03979198881913653,0.0944351040322919,0.04772711250125908,0.03147373027496916,0.06824293987003274,0.09903900632382903,0.07014599320134145,0.13255899116061057,0.5545875967215211,0.50105436189017,0.6080279562695532,0.23469866813577775,0.1875026227948479,0.28326650413304105,0.0411399044853294,0.02536830017923232,0.06158372220371535,0.0052009498920210515,0.002233324466704901,0.009811972921296956,0.0013862581239086251,5.576876785266054e-4,0.002750464886867278
1992,"Men","Colombia","COL",0.06086490086112477,0.038495932267497035,0.0889299475004393,0.05051986895952512,0.034311508793736,0.07034904540329091,0.09775396061685619,0.07038601729157741,0.12877084260073987,0.5485232094385409,0.4978063445099758,0.5991199221685692,0.242338058123953,0.19731208559675803,0.2886265288713356,0.043520916231598955,0.027747311874439986,0.06352030405020316,0.0055316574977326526,0.0025479445215813743,0.009958779935786071,0.0014672952301935092,6.193412272875372e-4,0.002855011775312182
1993,"Men","Colombia","COL",0.05789283591404681,0.03736288878852594,0.08359562651590144,0.05347356792845758,0.037458781022491505,0.07293150093566146,0.09637925104700557,0.07086981206796004,0.124953766548372,0.542284823581075,0.4944463308898448,0.5897956337511844,0.249969519529415,0.20722066467170605,0.2939772974341554,0.046029103371528476,0.030413999286280313,0.06518839043431952,0.0058900254316725294,0.002879487843468028,0.010326267933669597,0.0015544391252565863,6.771764439047014e-4,0.0029654354875473434
1994,"Men","Colombia","COL",0.05503010771630715,0.036079144800377154,0.07864696163574171,0.05660945811419962,0.04070958868701612,0.07552046866611478,0.09489659072665506,0.07147175507982649,0.12172191022932832,0.5358883197196112,0.4910127743732723,0.5809157157369117,0.25757552172322706,0.21659495535174622,0.2991523239356251,0.048676568050002894,0.03335772108851195,0.0674527988205011,0.006285676670691552,0.0032556450268189764,0.010552414010696237,0.0016472133935051731,7.385271138951422e-4,0.003062376986341441
1995,"Men","Colombia","COL",0.05225945232348722,0.034842009931172487,0.07354693757694153,0.05993594710865972,0.04413047821888586,0.07842556505762639,0.09328394457615824,0.07146200017752873,0.11833677523872418,0.5293565861201165,0.48713506203704193,0.5711705467499142,0.26516406787157837,0.2266862183571798,0.30428771088834616,0.05146954510028829,0.03612792479336012,0.06974802126287587,0.006719701230633853,0.0036192068342281703,0.01086221475214082,0.0017467007777375787,8.099913381029389e-4,0.0032061553203981837
1996,"Men","Colombia","COL",0.04959236766967059,0.0336043714312329,0.06912285408890134,0.0634546200494621,0.04784080645716167,0.0815695678535274,0.0915413313331826,0.07129539871944421,0.11453624047770919,0.5227239810218715,0.48286137748077856,0.5620857894957771,0.2726876979258132,0.23586867196088585,0.3097460895120074,0.05440802571897144,0.039358475487052694,0.0725139863231283,0.007193607721385015,0.004059196015946548,0.011290589938120573,0.0018529866091056583,8.854557792888503e-4,0.003324110504423635
1997,"Men","Colombia","COL",0.04702649683906186,0.03226691844363649,0.06511379065854508,0.06716374750796829,0.05185107412041764,0.08484771973122049,0.08966295447528172,0.07072950678477605,0.11083550801144551,0.5159892828559516,0.4785794175886386,0.5531371030334055,0.2801575163217365,0.2450558554254603,0.3148247414660318,0.05748853397521218,0.042802420863560675,0.07513662363432125,0.007710601775224821,0.004560721087012113,0.011784998596001321,0.0019646117575312858,9.643938610427352e-4,0.003438897946586885
1998,"Men","Colombia","COL",0.044569646121092404,0.031090720318311282,0.06122335401713272,0.07108705798832295,0.05602804752528008,0.08853444311004914,0.08764045753230425,0.07045915126940083,0.10714211175681793,0.5091824570959326,0.4745146948510638,0.5444109930048912,0.28752037926234786,0.2543228680113079,0.32024210635877975,0.06073041023792358,0.04617576947932751,0.07774067960334512,0.008274361717937335,0.005090837815407848,0.012321314692591553,0.0020822860324620236,0.0010568566007846977,0.0035295377795946455
1999,"Men","Colombia","COL",0.04223318504848925,0.029924760880933713,0.057514981909957956,0.0752153660773141,0.060586874660209775,0.09187796657764723,0.08548964098824721,0.06951123638574905,0.10356995981828582,0.5022765519326224,0.4701003776753264,0.535374507050483,0.294785253953327,0.2640071657354073,0.32557474723132096,0.06412159708509281,0.04982677475121073,0.08039252254563344,0.00888696370224359,0.005691739864592707,0.012911592589172344,0.0022068052899776973,0.0011499348499464713,0.0036797522079849683
2000,"Men","Colombia","COL",0.0400142768474913,0.028647304131785643,0.05372513043007329,0.07952960872284442,0.06531539358990673,0.09542336516648753,0.08322740261855151,0.06875395761317049,0.0996005693343895,0.4953156471838361,0.46524074591858694,0.5260233256865664,0.3019130626272767,0.27326659506463924,0.33124185341236306,0.06764917623315571,0.05383679417281007,0.08315729086009266,0.009542936641758554,0.006340425507659631,0.0135435366609102,0.002337495847930154,0.0012659657482293827,0.0038091980698241666
2001,"Men","Colombia","COL",0.037922479282438595,0.027550406773215005,0.05037333230866228,0.08400574037578064,0.07004941270233846,0.09949331110375764,0.0808732906599187,0.06769972456458906,0.09558089034770587,0.488326373497922,0.46050069193368887,0.5167661637101938,0.30887211418394,0.282349209860786,0.33623349789528695,0.0712925059823691,0.057904197161798746,0.0862898250187823,0.01023786889707954,0.007040834747959907,0.01420939853074897,0.0024753654963319983,0.0013778766923344102,0.003951309825045339
2002,"Men","Colombia","COL",0.035956892720803525,0.026548428686576236,0.04706415587736904,0.08866010202283273,0.07516831437060655,0.10319931074796779,0.07844203864478984,0.06650961135302343,0.09200197644769681,0.481286016050295,0.4551343039318332,0.5079087563646797,0.31565494856127896,0.29079247695523,0.34109466799739524,0.07506069932585151,0.06209504226275668,0.08941025933842778,0.010975218330464902,0.00782613232687423,0.01485796659244236,0.0026241843665163168,0.0015227218155591778,0.004099287430240893
2003,"Men","Colombia","COL",0.0341223236923443,0.025540727175595426,0.04416657904695494,0.09346834656581753,0.0802529966755496,0.10759809308098928,0.0759329464192937,0.06511280093280057,0.0880387599677968,0.4741989815434717,0.449925251061178,0.4987189717128484,0.3222773997790728,0.29950092660785654,0.34612121930159456,0.07890898522787461,0.06633471585364989,0.09294442824827813,0.011772223720410296,0.0086513885781156,0.015567812920787103,0.0027871376175326226,0.0016592765638735946,0.004261992763779918
2004,"Men","Colombia","COL",0.03242716871903995,0.024597935436323323,0.0416920295729789,0.0984297046971451,0.0856926632617149,0.11224590521996695,0.07340182457505601,0.06344741054832377,0.08445776294333143,0.46701561745909415,0.444329669457564,0.4899057266941066,0.32872568254966483,0.3074343677881023,0.35090751785156227,0.08282301338658012,0.07054328191278825,0.09614706525005774,0.012638949122678537,0.009535154439062443,0.016442884176185175,0.00296774218788645,0.0018099019190551682,0.004479331763814258
2005,"Men","Colombia","COL",0.03088592934116857,0.0236638715566251,0.03944467669196149,0.10350851282473561,0.09118221130603399,0.11661942141172663,0.07087796078185235,0.06173402946074615,0.08087676129020686,0.45976071215124975,0.43869007500906754,0.48115240592693487,0.3349668829009937,0.3149533907812632,0.35597419522242085,0.08676142735563656,0.07490395757116443,0.09956961345602507,0.013577187043491857,0.010416022504075938,0.017332951372655538,0.0031698984256071892,0.00199134462505092,0.0047065373462357295
2006,"Men","Colombia","COL",0.029500880176427643,0.0228231423088179,0.037487530953023124,0.10868496147738403,0.09665004131529925,0.12138822952649946,0.06839364121830462,0.059964110479355466,0.07751381079531781,0.45241406172626564,0.43258669806572314,0.4726080500672676,0.34100645340161817,0.3223247595886952,0.3607484078572374,0.09069816152032412,0.07918524585171159,0.1030348027559437,0.014590119508085874,0.011336436217797573,0.018420214706589288,0.003396680448974044,0.002158753595686079,0.004994782470615924
2007,"Men","Colombia","COL",0.028272531420276203,0.022000871436992607,0.03570708542878687,0.1139234699536691,0.10204274593031905,0.12645502271890338,0.06598709726728873,0.058138256826878315,0.07425821921499842,0.44496329952903374,0.42587240052124115,0.46416725584154606,0.3468535998297322,0.3290783432958095,0.36585147011623403,0.09459981556048586,0.0833057262038397,0.10671166383230256,0.015673062235684123,0.012296981800195861,0.019535935239191258,0.0036505921574991303,0.0023817392216984195,0.00530536053973516
2008,"Men","Colombia","COL",0.0271882171531188,0.021310336142445797,0.03405173020781588,0.11923962833312082,0.1076201400831724,0.1317286810119327,0.063647890373831,0.05634027218080699,0.07128066524249412,0.4374215066310333,0.4188649590657082,0.4557570505120239,0.35250275550889604,0.3354961161749863,0.3708718215412338,0.09847985865071514,0.08732766320600437,0.11042634956275349,0.016824822501114528,0.013348703687813539,0.020708662619356655,0.003934947181291158,0.0026140362512118965,0.005641871544452769
2009,"Men","Colombia","COL",0.02624415768427392,0.020706917976329498,0.03258413400482274,0.12458559683470634,0.1130059602305038,0.13678304427274468,0.06140252116388294,0.05460465879051987,0.0685814843745414,0.42985893104894524,0.4115455533190913,0.44774155853272984,0.3579087912681915,0.34132409327918994,0.3758886215179841,0.10229233623854742,0.09125479409085764,0.11407963802463836,0.018043380802770008,0.01448077342745088,0.02202841088952336,0.004249879793388924,0.0028766694711630084,0.006014992397424971
2010,"Men","Colombia","COL",0.025446928161298565,0.02014646358040468,0.03151909501806559,0.1299063819038644,0.1184622089877464,0.14209113084010072,0.059270310683117715,0.05273652517967525,0.06604683799572533,0.4223449014144929,0.4044200591888131,0.4397415004116285,0.3630314758372265,0.3465311773498452,0.3806844213428812,0.105993773879532,0.09495031798644091,0.11764268150294135,0.019318422100515778,0.01556446219569466,0.023514748856424905,0.004594185923816613,0.0031481624648870502,0.0064234698334937656
2011,"Men","Colombia","COL",0.024790898935887686,0.019638083473290206,0.030698761347119616,0.13515635562874537,0.12323787853654,0.14756982634057023,0.0572666245134648,0.05096535666175977,0.06390077061055778,0.4149867679242558,0.39785453267331683,0.43217606813896625,0.36779935099764627,0.3514076752139799,0.3851089605351214,0.10954869734256781,0.09836857730357926,0.12118124309804754,0.020638499847237948,0.016700467899791686,0.025060134004129157,0.004969158438939632,0.0034503727059371236,0.006849608662180446
2012,"Men","Colombia","COL",0.02426213929252202,0.019219947181766363,0.0299917807290083,0.14028991828254245,0.12826308914347115,0.1530938581923743,0.055370699559336906,0.04919350300635481,0.061911379448388607,0.407850944593273,0.3905443139741067,0.4251127236074044,0.3722262962723256,0.3555823663574791,0.3894327159211468,0.11292077950915468,0.10147625890074828,0.12473473590616552,0.021998429793724458,0.017934100876000888,0.026697675916627476,0.005370708979663324,0.003755850385929871,0.00733794628043098
2013,"Men","Colombia","COL",0.023846569108464992,0.01887539435896882,0.02959361377522705,0.14528794172328577,0.1329891176433251,0.1582323628131846,0.05359845480234184,0.04747460765463764,0.06015440705407582,0.40105074859581913,0.3833406187795898,0.41842482708258516,0.3762162837700882,0.3594063585525771,0.3936407358066466,0.11610988820429964,0.10444438923728208,0.1282252904889084,0.023381207992538934,0.019076364156077778,0.028351684330816453,0.005796845526447201,0.00407133276325434,0.007910757239935194
2014,"Men","Colombia","COL",0.023542609048803887,0.018469556717848345,0.029421914951419863,0.15012966703380132,0.13710393821113218,0.16347230673318247,0.051975275404983125,0.04581282207078006,0.058610234141707365,0.39455939829178116,0.3760946129715464,0.41282249281461714,0.3797930482206306,0.36235206384910745,0.3975546358789369,0.11910186281515728,0.10680932021247495,0.13195071570709307,0.024785432686647867,0.020169505361572596,0.030036069773545112,0.006242371531996173,0.004364669824658463,0.00847759255590527
2015,"Men","Colombia","COL",0.02333311034787627,0.018179651066445337,0.029506013326860807,0.1548074076555961,0.1408556200889558,0.16897185176638946,0.05051037329017325,0.04404870433348373,0.05740044717019099,0.38840655834433,0.36926946882173534,0.4072101076985909,0.38294254836202435,0.36419180882782987,0.4015437897252366,0.12190216420627153,0.10866531370017266,0.1354014350675837,0.02619614783470368,0.021269803708472708,0.031852511429534366,0.006709095614620899,0.004660310600802699,0.009165555364661177
2016,"Men","Colombia","COL",0.023204748832000056,0.01778543878616206,0.029741478212013076,0.15926609818766838,0.1442131741716035,0.174479392587206,0.0491993063540748,0.04235610226626697,0.05651630515875955,0.3826203436940748,0.3625197040370158,0.40271373667167976,0.3857095009321819,0.365468237507535,0.4056456580957921,0.12448370679522157,0.1102962841963962,0.1391006274612502,0.027585624226839047,0.022121999798995696,0.03398878133861068,0.007196767165607753,0.0049390828746164895,0.010023066248044974
2017,"Men","Colombia","COL",0.023158535408849747,0.017377556826426516,0.030191749323779108,0.16355153679615886,0.14684978541831709,0.18040059448117188,0.04801275935975966,0.04063259467640594,0.05614868127715262,0.37711569650401194,0.3552124656756606,0.3993933678071443,0.3881614699312198,0.3656022491649047,0.4104378573171507,0.12688247895865187,0.11110870501579641,0.1431433346516693,0.02894927492970267,0.022806914052331193,0.036177065650693015,0.007719782907804315,0.005153205926039109,0.011017789914177315
2018,"Men","Colombia","COL",0.02318558409892885,0.016906378849276472,0.030948763426629132,0.16771164502946825,0.14918606589930578,0.18676757983206252,0.046915424753858084,0.03890334897690498,0.055895081788980984,0.37182872504672326,0.347440579451674,0.3966164710307903,0.3903586190710216,0.3654199577370127,0.41560730784141436,0.12914656744416877,0.11114887553661354,0.1473781671514017,0.030288036868754583,0.02322654883408393,0.03867022256139677,0.008277040716544856,0.005224731366761639,0.012237792511870129
2019,"Men","Colombia","COL",0.023274737294895275,0.016326942013137346,0.03197257764498821,0.17185780038010237,0.15074977808659693,0.1936129632846738,0.04588116961344964,0.03717968624360141,0.05568917724421878,0.36665077476860936,0.33926349443050535,0.3951091031282352,0.39233551594294336,0.3637597156565085,0.42062175484482794,0.13134716719833645,0.1109238449945298,0.1525028233471784,0.03163345807298253,0.023468046563009583,0.041287978683159234,0.008877175108783367,0.0052729578568334835,0.013675664056711329
2020,"Men","Colombia","COL",0.023413894465225783,0.01574740013362237,0.03311987850655083,0.17605340846228232,0.15158373609210934,0.20162244836654622,0.04489874109481842,0.035263874462662194,0.05573280822612279,0.3614773410469641,0.3303896456716949,0.3934546208732085,0.3941566129307093,0.36161391972475326,0.4258016441259916,0.13352932738359757,0.11007900349576882,0.15779117630739298,0.032997189336323104,0.02364085199145694,0.044291751106378834,0.009526891742361637,0.005342112109138051,0.01528451713426231
2021,"Men","Colombia","COL",0.023599168089138426,0.01516053917421887,0.0345317847214245,0.18031794714572183,0.15223013775433192,0.20994254730653733,0.04395515388709247,0.03335238210506831,0.056056033107027364,0.35627983206584374,0.32105858116857894,0.3925373873325495,0.39584789681220356,0.35898528602804647,0.43244554378137406,0.13569709224963503,0.10942502685194282,0.1637296202358169,0.03438949616784774,0.023551871557648527,0.047581227862646826,0.010231358728239059,0.0053585096700847845,0.017320847547630587
2022,"Men","Colombia","COL",0.023821235846275823,0.014528306991612778,0.03616165340177964,0.1846637537230328,0.1526800007021813,0.21834325760275786,0.043050610734272604,0.03151548053009746,0.05646376973526564,0.35104290630562884,0.31120430358586015,0.391971919421217,0.3974214913907899,0.35602838444487245,0.43820119701291277,0.13784440698839928,0.10795534005818802,0.16995003957145596,0.03582371447145625,0.023171459221665743,0.051449275193290324,0.010995632263177253,0.005295898000590509,0.019567752441430438
2023,"Men","Colombia","COL",0.024069316675306283,0.013899210377809784,0.03832939901040561,0.18913426106844963,0.15304573532272672,0.22767626606209818,0.042171867833506835,0.029735806897231352,0.05702682391855885,0.3457680264135952,0.3006555946155135,0.3920418039070259,0.398856526009142,0.3523480931274648,0.44462161863519645,0.1399813603199519,0.10617233713737173,0.1767291988247301,0.03732215721130455,0.02271171841688795,0.05540184654023453,0.011830743537193178,0.005185607363627592,0.022123047151856434
2024,"Men","Colombia","COL",0.02433852058627334,0.01326715599735924,0.04036008087351774,0.1937524543477583,0.15293675210341337,0.2374930904306208,0.041321024913254484,0.02777260559047233,0.057621629512524704,0.3404561256713487,0.29025814905066377,0.39242176690405534,0.4001318724813652,0.3479867119657401,0.4525739245800803,0.1421329212944861,0.1046226913814553,0.18454399182324768,0.03888432369719289,0.022085762031805185,0.06015713134722203,0.012735209356079347,0.005032751364664766,0.025236978136435134
