"FECHA","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","GRUPO"
"2020 Nov 11 12:00:00 AM","19","CAUCA","19698","SANTANDER DE QUILICHAO","GAOR"
"2020 Nov 11 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2020 Nov 11 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2020 Nov 11 12:00:00 AM","27","CHOCO","27361","ISTMINA","CLAN DEL GOLFO"
"2020 Nov 11 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2020 Nov 11 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","GAOR"
"2020 Nov 12 12:00:00 AM","81","ARAUCA","81065","ARAUQUITA","GAOR"
"2020 Nov 20 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2020 Nov 20 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2020 Nov 20 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2020 Nov 23 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2020 Nov 23 12:00:00 AM","63","QUINDIO","63470","MONTENEGRO","GAOR"
"2020 Nov 27 12:00:00 AM","85","CASANARE","85162","MONTERREY","GAOR"
"2020 Nov 27 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CAPARROS"
"2020 Nov 27 12:00:00 AM","05","ANTIOQUIA","05120","CACERES","CLAN DEL GOLFO"
"2020 Nov 27 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2020 Nov 27 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2020 Nov 27 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CAPARROS"
"2020 Nov 27 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2020 Nov 27 12:00:00 AM","95","GUAVIARE","95015","CALAMAR","GAOR"
"2020 Dec 02 12:00:00 AM","99","VICHADA","99773","CUMARIBO","GAOR"
"2020 Dec 02 12:00:00 AM","99","VICHADA","99773","CUMARIBO","GAOR"
"2020 Dec 02 12:00:00 AM","99","VICHADA","99773","CUMARIBO","GAOR"
"2020 Dec 04 12:00:00 AM","52","NARIÑO","52001","PASTO","CLAN DEL GOLFO"
"2020 Dec 04 12:00:00 AM","54","NORTE DE SANTANDER","54344","HACARI","PELUSOS"
"2020 Dec 07 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","CLAN DEL GOLFO"
"2020 Dec 07 12:00:00 AM","99","VICHADA","99773","CUMARIBO","GAOR"
"2020 Dec 07 12:00:00 AM","99","VICHADA","99773","CUMARIBO","GAOR"
"2020 Dec 10 12:00:00 AM","95","GUAVIARE","95200","MIRAFLORES","GAOR"
"2020 Dec 10 12:00:00 AM","95","GUAVIARE","95200","MIRAFLORES","GAOR"
"2020 Dec 10 12:00:00 AM","95","GUAVIARE","95200","MIRAFLORES","GAOR"
"2020 Dec 11 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2020 Dec 15 12:00:00 AM","41","HUILA","41483","NATAGA","GAOR"
"2020 Dec 21 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Jan 04 12:00:00 AM","05","ANTIOQUIA","05250","EL BAGRE","CLAN DEL GOLFO"
"2021 Jan 15 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Jan 15 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2021 Jan 15 12:00:00 AM","97","VAUPES","97161","CARURU","GAOR"
"2021 Jan 15 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Jan 18 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 Jan 18 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 Jan 18 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jan 19 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","GAOR"
"2021 Jan 19 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","CLAN DEL GOLFO"
"2021 Jan 19 12:00:00 AM","05","ANTIOQUIA","05543","PEQUE","CLAN DEL GOLFO"
"2021 Jan 20 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","CLAN DEL GOLFO"
"2021 Jan 26 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 Jan 29 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Jan 29 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 Jan 29 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 Jan 29 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2021 Feb 01 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 Feb 02 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Feb 08 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","CLAN DEL GOLFO"
"2021 Feb 08 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","GAOR"
"2021 Feb 11 12:00:00 AM","19","CAUCA","19532","PATIA","GAOR"
"2021 Feb 15 12:00:00 AM","66","RISARALDA","66001","PEREIRA","GAOR"
"2021 Feb 15 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Feb 15 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Feb 15 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Feb 16 12:00:00 AM","68","SANTANDER","68001","BUCARAMANGA","PELUSOS"
"2021 Feb 17 12:00:00 AM","27","CHOCO","27006","ACANDI","CLAN DEL GOLFO"
"2021 Feb 23 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","GAOR"
"2021 Feb 24 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Feb 24 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Feb 24 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Feb 24 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Mar 02 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Mar 02 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Mar 03 12:00:00 AM","19","CAUCA","19418","LOPEZ","GAOR"
"2021 Mar 03 12:00:00 AM","19","CAUCA","19418","LOPEZ","GAOR"
"2021 Mar 03 12:00:00 AM","19","CAUCA","19418","LOPEZ","GAOR"
"2021 Mar 08 12:00:00 AM","73","TOLIMA","73555","PLANADAS","GAOR"
"2021 Mar 08 12:00:00 AM","73","TOLIMA","73616","RIOBLANCO","GAOR"
"2021 Mar 08 12:00:00 AM","73","TOLIMA","73616","RIOBLANCO","GAOR"
"2021 Mar 10 12:00:00 AM","54","NORTE DE SANTANDER","54245","EL CARMEN","GAOR"
"2021 Mar 12 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 Mar 12 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CAPARROS"
"2021 Mar 12 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CAPARROS"
"2021 Mar 12 12:00:00 AM","05","ANTIOQUIA","05490","NECOCLI","CLAN DEL GOLFO"
"2021 Mar 12 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2021 Mar 12 12:00:00 AM","54","NORTE DE SANTANDER","54518","PAMPLONA","PELUSOS"
"2021 Mar 16 12:00:00 AM","52","NARIÑO","52786","TAMINANGO","GAOR"
"2021 Mar 17 12:00:00 AM","52","NARIÑO","52573","PUERRES","GAOR"
"2021 Mar 17 12:00:00 AM","68","SANTANDER","68755","SOCORRO","GAOR"
"2021 Mar 17 12:00:00 AM","68","SANTANDER","68755","SOCORRO","GAOR"
"2021 Mar 17 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2021 Mar 19 12:00:00 AM","85","CASANARE","85410","TAURAMENA","GAOR"
"2021 Mar 19 12:00:00 AM","73","TOLIMA","73616","RIOBLANCO","GAOR"
"2021 Mar 23 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 Mar 23 12:00:00 AM","05","ANTIOQUIA","05873","VIGIA DEL FUERTE","CLAN DEL GOLFO"
"2021 Mar 24 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2021 Mar 24 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2021 Mar 29 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Apr 05 12:00:00 AM","19","CAUCA","19532","PATIA","GAOR"
"2021 Apr 05 12:00:00 AM","19","CAUCA","19532","PATIA","GAOR"
"2021 Apr 05 12:00:00 AM","19","CAUCA","19532","PATIA","GAOR"
"2021 Apr 05 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2021 Apr 05 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 Apr 06 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","CLAN DEL GOLFO"
"2021 Apr 06 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","CLAN DEL GOLFO"
"2021 Apr 07 12:00:00 AM","05","ANTIOQUIA","05234","DABEIBA","CLAN DEL GOLFO"
"2021 Apr 09 12:00:00 AM","50","META","50001","VILLAVICENCIO","GAOR"
"2021 Apr 09 12:00:00 AM","50","META","50001","VILLAVICENCIO","GAOR"
"2021 Apr 13 12:00:00 AM","68","SANTANDER","68755","SOCORRO","GAOR"
"2021 Apr 20 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Apr 20 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 Apr 20 12:00:00 AM","05","ANTIOQUIA","05873","VIGIA DEL FUERTE","CLAN DEL GOLFO"
"2021 Apr 20 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Apr 23 12:00:00 AM","27","CHOCO","27425","MEDIO ATRATO","CLAN DEL GOLFO"
"2021 Apr 23 12:00:00 AM","27","CHOCO","27425","MEDIO ATRATO","CLAN DEL GOLFO"
"2021 Apr 23 12:00:00 AM","27","CHOCO","27425","MEDIO ATRATO","CLAN DEL GOLFO"
"2021 Apr 26 12:00:00 AM","19","CAUCA","19532","PATIA","GAOR"
"2021 Apr 29 12:00:00 AM","41","HUILA","41020","ALGECIRAS","GAOR"
"2021 Apr 29 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2021 Apr 29 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2021 Apr 29 12:00:00 AM","27","CHOCO","27425","MEDIO ATRATO","CLAN DEL GOLFO"
"2021 May 03 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 May 03 12:00:00 AM","18","CAQUETA","18205","CURILLO","GAOR"
"2021 May 03 12:00:00 AM","27","CHOCO","27810","UNION PANAMERICANA","CLAN DEL GOLFO"
"2021 May 03 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 May 03 12:00:00 AM","27","CHOCO","27810","UNION PANAMERICANA","CLAN DEL GOLFO"
"2021 May 03 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 May 03 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 May 04 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 May 04 12:00:00 AM","05","ANTIOQUIA","05475","MURINDO","CLAN DEL GOLFO"
"2021 May 04 12:00:00 AM","05","ANTIOQUIA","05475","MURINDO","CLAN DEL GOLFO"
"2021 May 04 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 May 10 12:00:00 AM","95","GUAVIARE","95015","CALAMAR","GAOR"
"2021 May 10 12:00:00 AM","95","GUAVIARE","95015","CALAMAR","GAOR"
"2021 May 11 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 May 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 May 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 May 13 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 May 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 May 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 May 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 May 14 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","GAOR"
"2021 May 14 12:00:00 AM","18","CAQUETA","18205","CURILLO","GAOR"
"2021 May 14 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 May 14 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2021 May 21 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 May 21 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","CLAN DEL GOLFO"
"2021 May 25 12:00:00 AM","27","CHOCO","27600","RIO QUITO","CLAN DEL GOLFO"
"2021 May 25 12:00:00 AM","27","CHOCO","27099","BOJAYA","CLAN DEL GOLFO"
"2021 May 25 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 May 25 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 May 25 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 May 25 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 May 25 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 Jun 01 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jun 01 12:00:00 AM","41","HUILA","41396","LA PLATA","GAOR"
"2021 Jun 01 12:00:00 AM","50","META","50450","PUERTO CONCORDIA","GAOR"
"2021 Jun 01 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","GAOR"
"2021 Jun 01 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","CLAN DEL GOLFO"
"2021 Jun 03 12:00:00 AM","05","ANTIOQUIA","05142","CARACOLI","CLAN DEL GOLFO"
"2021 Jun 03 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Jun 04 12:00:00 AM","52","NARIÑO","52540","POLICARPA","GAOR"
"2021 Jun 04 12:00:00 AM","52","NARIÑO","52540","POLICARPA","GAOR"
"2021 Jun 04 12:00:00 AM","18","CAQUETA","18785","SOLITA","GAOR"
"2021 Jun 04 12:00:00 AM","18","CAQUETA","18756","SOLANO","GAOR"
"2021 Jun 04 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Jun 10 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 Jun 10 12:00:00 AM","25","CUNDINAMARCA","25488","NILO","CLAN DEL GOLFO"
"2021 Jun 10 12:00:00 AM","19","CAUCA","19698","SANTANDER DE QUILICHAO","GAOR"
"2021 Jun 11 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2021 Jun 11 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2021 Jun 11 12:00:00 AM","05","ANTIOQUIA","05579","PUERTO BERRIO","CLAN DEL GOLFO"
"2021 Jun 11 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Jun 14 12:00:00 AM","25","CUNDINAMARCA","25488","NILO","GAOR"
"2021 Jun 15 12:00:00 AM","81","ARAUCA","81794","TAME","GAOR"
"2021 Jun 15 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2021 Jun 15 12:00:00 AM","19","CAUCA","19256","EL TAMBO","GAOR"
"2021 Jun 15 12:00:00 AM","19","CAUCA","19075","BALBOA","GAOR"
"2021 Jun 15 12:00:00 AM","19","CAUCA","19075","BALBOA","GAOR"
"2021 Jun 17 12:00:00 AM","81","ARAUCA","81300","FORTUL","GAOR"
"2021 Jun 22 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","CAPARROS"
"2021 Jun 25 12:00:00 AM","52","NARIÑO","52405","LEIVA","GAOR"
"2021 Jun 25 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2021 Jun 25 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2021 Jun 25 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2021 Jun 29 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2021 Jun 29 12:00:00 AM","27","CHOCO","27810","UNION PANAMERICANA","CLAN DEL GOLFO"
"2021 Jun 30 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2021 Jul 01 12:00:00 AM","73","TOLIMA","73616","RIOBLANCO","GAOR"
"2021 Jul 02 12:00:00 AM","54","NORTE DE SANTANDER","54344","HACARI","GAOR"
"2021 Jul 02 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","GAOR"
"2021 Jul 06 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","GAOR"
"2021 Jul 06 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CAPARROS"
"2021 Jul 06 12:00:00 AM","05","ANTIOQUIA","05120","CACERES","CAPARROS"
"2021 Jul 08 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2021 Jul 09 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 Jul 09 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2021 Jul 09 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","GAOR"
"2021 Jul 09 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","GAOR"
"2021 Jul 12 12:00:00 AM","41","HUILA","41551","PITALITO","GAOR"
"2021 Jul 12 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2021 Jul 12 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2021 Jul 12 12:00:00 AM","05","ANTIOQUIA","05895","ZARAGOZA","CLAN DEL GOLFO"
"2021 Jul 16 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","GAOR"
"2021 Jul 16 12:00:00 AM","25","CUNDINAMARCA","25754","SOACHA","GAOR"
"2021 Jul 19 12:00:00 AM","19","CAUCA","19050","ARGELIA","GAOR"
"2021 Jul 21 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2021 Jul 23 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","CLAN DEL GOLFO"
"2021 Jul 23 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","GAOR"
"2021 Jul 27 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Jul 27 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Jul 27 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2021 Jul 29 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2021 Jul 29 12:00:00 AM","68","SANTANDER","68081","BARRANCABERMEJA","PELUSOS"
"2021 Jul 29 12:00:00 AM","05","ANTIOQUIA","05361","ITUANGO","GAOR"
"2021 Jul 30 12:00:00 AM","19","CAUCA","19698","SANTANDER DE QUILICHAO","GAOR"
"2021 Jul 30 12:00:00 AM","19","CAUCA","19698","SANTANDER DE QUILICHAO","GAOR"
"2021 Jul 30 12:00:00 AM","05","ANTIOQUIA","05658","SAN JOSE DE LA MONTAÑA","GAOR"
"2021 Jul 30 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Jul 30 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Jul 30 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Aug 02 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2021 Aug 03 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2021 Aug 04 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2021 Aug 06 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Aug 09 12:00:00 AM","73","TOLIMA","73555","PLANADAS","GAOR"
"2021 Aug 09 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","GAOR"
"2021 Aug 09 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Aug 09 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Aug 10 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 Aug 12 12:00:00 AM","27","CHOCO","27075","BAHIA SOLANO","CLAN DEL GOLFO"
"2021 Aug 12 12:00:00 AM","27","CHOCO","27075","BAHIA SOLANO","CLAN DEL GOLFO"
"2021 Aug 12 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2021 Aug 13 12:00:00 AM","13","BOLIVAR","13042","ARENAL","GAOR"
"2021 Aug 13 12:00:00 AM","13","BOLIVAR","13042","ARENAL","GAOR"
"2021 Aug 13 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2021 Aug 13 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2021 Aug 13 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2021 Aug 13 12:00:00 AM","76","VALLE DEL CAUCA","76147","CARTAGO","GAOR"
"2021 Aug 13 12:00:00 AM","25","CUNDINAMARCA","25269","FACATATIVA","GAOR"
"2021 Aug 17 12:00:00 AM","05","ANTIOQUIA","05873","VIGIA DEL FUERTE","CLAN DEL GOLFO"
"2021 Aug 17 12:00:00 AM","27","CHOCO","27050","ATRATO","CLAN DEL GOLFO"
"2021 Aug 17 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2021 Aug 18 12:00:00 AM","05","ANTIOQUIA","05045","APARTADO","CLAN DEL GOLFO"
"2021 Aug 20 12:00:00 AM","19","CAUCA","19050","ARGELIA","GAOR"
"2021 Aug 20 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Aug 20 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Aug 20 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Aug 20 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Aug 20 12:00:00 AM","86","PUTUMAYO","86573","LEGUIZAMO","GAOR"
"2021 Aug 20 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2021 Aug 25 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","GAOR"
"2021 Aug 25 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","CLAN DEL GOLFO"
"2021 Aug 27 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Aug 27 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","CLAN DEL GOLFO"
"2021 Aug 27 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","CLAN DEL GOLFO"
"2021 Aug 27 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","CLAN DEL GOLFO"
"2021 Aug 27 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","CLAN DEL GOLFO"
"2021 Aug 30 12:00:00 AM","52","NARIÑO","52405","LEIVA","GAOR"
"2021 Aug 30 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2021 Aug 30 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2021 Aug 30 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2021 Sep 02 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","GAOR"
"2021 Sep 02 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 Sep 03 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Sep 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2021 Sep 15 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2021 Sep 16 12:00:00 AM","25","CUNDINAMARCA","25297","GACHETA","GAOR"
"2021 Sep 17 12:00:00 AM","81","ARAUCA","81065","ARAUQUITA","GAOR"
"2021 Oct 01 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Oct 01 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","GAOR"
"2021 Oct 01 12:00:00 AM","27","CHOCO","27787","TADO","CLAN DEL GOLFO"
"2021 Oct 01 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2021 Oct 01 12:00:00 AM","13","BOLIVAR","13458","MONTECRISTO","GAOR"
"2021 Oct 01 12:00:00 AM","81","ARAUCA","81001","ARAUCA","GAOR"
"2021 Oct 01 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","CLAN DEL GOLFO"
"2021 Oct 01 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2021 Oct 01 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2021 Oct 01 12:00:00 AM","19","CAUCA","19573","PUERTO TEJADA","GAOR"
"2021 Oct 01 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Oct 01 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2021 Oct 01 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2021 Oct 01 12:00:00 AM","50","META","50313","GRANADA","GAOR"
