"FECHA","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","GRUPO"
"2023 Nov 07 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Nov 07 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","GAOR"
"2023 Nov 08 12:00:00 AM","68","SANTANDER","68081","BARRANCABERMEJA","CLAN DEL GOLFO"
"2023 Nov 08 12:00:00 AM","68","SANTANDER","68081","BARRANCABERMEJA","CLAN DEL GOLFO"
"2023 Nov 09 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2023 Nov 09 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","GAOR"
"2023 Nov 09 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","GAOR"
"2023 Nov 10 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 10 12:00:00 AM","27","CHOCO","27075","BAHIA SOLANO","CLAN DEL GOLFO"
"2023 Nov 10 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2023 Nov 10 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2023 Nov 14 12:00:00 AM","91","AMAZONAS","91001","LETICIA","GAOR"
"2023 Nov 15 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2023 Nov 15 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","CLAN DEL GOLFO"
"2023 Nov 15 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2023 Nov 15 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 16 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Nov 16 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 16 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 17 12:00:00 AM","20","CESAR","20011","AGUACHICA","CLAN DEL GOLFO"
"2023 Nov 17 12:00:00 AM","05","ANTIOQUIA","05088","BELLO","CLAN DEL GOLFO"
"2023 Nov 17 12:00:00 AM","20","CESAR","20011","AGUACHICA","GAOR"
"2023 Nov 20 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CLAN DEL GOLFO"
"2023 Nov 20 12:00:00 AM","47","MAGDALENA","47189","CIENAGA","GAOR"
"2023 Nov 20 12:00:00 AM","18","CAQUETA","18205","CURILLO","GAOR"
"2023 Nov 21 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 21 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 21 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 23 12:00:00 AM","20","CESAR","20001","VALLEDUPAR","CLAN DEL GOLFO"
"2023 Nov 24 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2023 Nov 27 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2023 Nov 28 12:00:00 AM","27","CHOCO","27006","ACANDI","CLAN DEL GOLFO"
"2023 Nov 28 12:00:00 AM","27","CHOCO","27361","ISTMINA","CLAN DEL GOLFO"
"2023 Nov 29 12:00:00 AM","73","TOLIMA","73349","HONDA","GAOR"
"2023 Nov 30 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Nov 30 12:00:00 AM","20","CESAR","20001","VALLEDUPAR","CLAN DEL GOLFO"
"2023 Nov 30 12:00:00 AM","25","CUNDINAMARCA","25269","FACATATIVA","GAOR"
"2023 Dec 01 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2023 Dec 01 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2023 Dec 05 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2023 Dec 05 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2023 Dec 05 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","GAOR"
"2023 Dec 06 12:00:00 AM","44","LA GUAJIRA","44430","MAICAO","CLAN DEL GOLFO"
"2023 Dec 06 12:00:00 AM","44","LA GUAJIRA","44430","MAICAO","CLAN DEL GOLFO"
"2023 Dec 06 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CLAN DEL GOLFO"
"2023 Dec 06 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CLAN DEL GOLFO"
"2023 Dec 06 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CLAN DEL GOLFO"
"2023 Dec 07 12:00:00 AM","05","ANTIOQUIA","05250","EL BAGRE","CLAN DEL GOLFO"
"2023 Dec 07 12:00:00 AM","05","ANTIOQUIA","05250","EL BAGRE","CLAN DEL GOLFO"
"2023 Dec 07 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2023 Dec 07 12:00:00 AM","50","META","50251","EL CASTILLO","GAOR"
"2023 Dec 07 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Dec 07 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Dec 07 12:00:00 AM","20","CESAR","20001","VALLEDUPAR","GAOR"
"2023 Dec 12 12:00:00 AM","18","CAQUETA","18410","LA MONTAÑITA","GAOR"
"2023 Dec 12 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","GAOR"
"2023 Dec 12 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","GAOR"
"2023 Dec 12 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2023 Dec 12 12:00:00 AM","50","META","50590","PUERTO RICO","GAOR"
"2023 Dec 12 12:00:00 AM","50","META","50590","PUERTO RICO","GAOR"
"2023 Dec 12 12:00:00 AM","81","ARAUCA","81736","SARAVENA","GAOR"
"2023 Dec 13 12:00:00 AM","20","CESAR","20443","MANAURE","GAOR"
"2024 Jan 02 12:00:00 AM","91","AMAZONAS","91407","LA PEDRERA","GAOR"
"2024 Jan 02 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Jan 02 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Jan 02 12:00:00 AM","19","CAUCA","19256","EL TAMBO","GAOR"
"2024 Jan 02 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2024 Jan 02 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 Jan 02 12:00:00 AM","44","LA GUAJIRA","44035","ALBANIA","CLAN DEL GOLFO"
"2024 Jan 02 12:00:00 AM","54","NORTE DE SANTANDER","54518","PAMPLONA","GAOR"
"2024 Jan 02 12:00:00 AM","73","TOLIMA","73067","ATACO","GAOR"
"2024 Jan 02 12:00:00 AM","73","TOLIMA","73067","ATACO","GAOR"
"2024 Jan 02 12:00:00 AM","73","TOLIMA","73555","PLANADAS","GAOR"
"2024 Jan 02 12:00:00 AM","73","TOLIMA","73555","PLANADAS","GAOR"
"2024 Jan 04 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Jan 04 12:00:00 AM","05","ANTIOQUIA","05665","SAN PEDRO DE URABA","CLAN DEL GOLFO"
"2024 Jan 05 12:00:00 AM","13","BOLIVAR","13458","MONTECRISTO","CLAN DEL GOLFO"
"2024 Jan 09 12:00:00 AM","91","AMAZONAS","91001","LETICIA","GAOR"
"2024 Jan 09 12:00:00 AM","76","VALLE DEL CAUCA","76111","GUADALAJARA DE BUGA","GAOR"
"2024 Jan 10 12:00:00 AM","13","BOLIVAR","13670","SAN PABLO","CLAN DEL GOLFO"
"2024 Jan 12 12:00:00 AM","13","BOLIVAR","13600","RIO VIEJO","CLAN DEL GOLFO"
"2024 Jan 12 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","GAOR"
"2024 Jan 12 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2024 Jan 12 12:00:00 AM","41","HUILA","41020","ALGECIRAS","GAOR"
"2024 Jan 12 12:00:00 AM","52","NARIÑO","52427","MAGÜI","GAOR"
"2024 Jan 17 12:00:00 AM","52","NARIÑO","52427","MAGÜI","GAOR"
"2024 Jan 17 12:00:00 AM","52","NARIÑO","52427","MAGÜI","GAOR"
"2024 Jan 17 12:00:00 AM","52","NARIÑO","52427","MAGÜI","GAOR"
"2024 Jan 18 12:00:00 AM","05","ANTIOQUIA","05579","PUERTO BERRIO","CLAN DEL GOLFO"
"2024 Jan 18 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 Jan 18 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Jan 19 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","CLAN DEL GOLFO"
"2024 Jan 19 12:00:00 AM","52","NARIÑO","52323","GUALMATAN","GAOR"
"2024 Jan 19 12:00:00 AM","52","NARIÑO","52427","MAGÜI","GAOR"
"2024 Jan 23 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Jan 23 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Jan 23 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Jan 23 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Jan 23 12:00:00 AM","27","CHOCO","27810","UNION PANAMERICANA","CLAN DEL GOLFO"
"2024 Jan 24 12:00:00 AM","20","CESAR","20011","AGUACHICA","GAOR"
"2024 Jan 24 12:00:00 AM","41","HUILA","41020","ALGECIRAS","GAOR"
"2024 Jan 26 12:00:00 AM","23","CORDOBA","23001","MONTERIA","CLAN DEL GOLFO"
"2024 Jan 26 12:00:00 AM","54","NORTE DE SANTANDER","54344","HACARI","GAOR"
"2024 Jan 30 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2024 Jan 30 12:00:00 AM","23","CORDOBA","23580","PUERTO LIBERTADOR","CLAN DEL GOLFO"
"2024 Jan 31 12:00:00 AM","27","CHOCO","27372","JURADO","CLAN DEL GOLFO"
"2024 Jan 31 12:00:00 AM","27","CHOCO","27372","JURADO","CLAN DEL GOLFO"
"2024 Jan 31 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2024 Jan 31 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2024 Feb 01 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2024 Feb 01 12:00:00 AM","15","BOYACA","15572","PUERTO BOYACA","CLAN DEL GOLFO"
"2024 Feb 01 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 01 12:00:00 AM","41","HUILA","41001","NEIVA","GAOR"
"2024 Feb 05 12:00:00 AM","05","ANTIOQUIA","05665","SAN PEDRO DE URABA","CLAN DEL GOLFO"
"2024 Feb 05 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 05 12:00:00 AM","66","RISARALDA","66001","PEREIRA","CLAN DEL GOLFO"
"2024 Feb 06 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Feb 06 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Feb 06 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Feb 06 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Feb 06 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Feb 07 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Feb 07 12:00:00 AM","23","CORDOBA","23001","MONTERIA","CLAN DEL GOLFO"
"2024 Feb 09 12:00:00 AM","05","ANTIOQUIA","05250","EL BAGRE","CLAN DEL GOLFO"
"2024 Feb 09 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 09 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 12 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2024 Feb 13 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","GAOR"
"2024 Feb 13 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 14 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2024 Feb 14 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2024 Feb 15 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 Feb 15 12:00:00 AM","25","CUNDINAMARCA","25290","FUSAGASUGA","CLAN DEL GOLFO"
"2024 Feb 15 12:00:00 AM","25","CUNDINAMARCA","25290","FUSAGASUGA","CLAN DEL GOLFO"
"2024 Feb 16 12:00:00 AM","73","TOLIMA","73168","CHAPARRAL","GAOR"
"2024 Feb 19 12:00:00 AM","05","ANTIOQUIA","05579","PUERTO BERRIO","GAOR"
"2024 Feb 19 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Feb 19 12:00:00 AM","54","NORTE DE SANTANDER","54498","OCAÑA","GAOR"
"2024 Feb 20 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","CLAN DEL GOLFO"
"2024 Feb 20 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","CLAN DEL GOLFO"
"2024 Feb 21 12:00:00 AM","76","VALLE DEL CAUCA","76834","TULUA","GAOR"
"2024 Feb 22 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 Feb 22 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 Feb 22 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 Feb 22 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 Feb 23 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2024 Feb 23 12:00:00 AM","66","RISARALDA","66001","PEREIRA","CLAN DEL GOLFO"
"2024 Feb 26 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Feb 27 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2024 Feb 28 12:00:00 AM","27","CHOCO","27372","JURADO","CLAN DEL GOLFO"
"2024 Feb 29 12:00:00 AM","66","RISARALDA","66001","PEREIRA","GAOR"
"2024 Mar 01 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","GAOR"
"2024 Mar 04 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2024 Mar 05 12:00:00 AM","27","CHOCO","27372","JURADO","CLAN DEL GOLFO"
"2024 Mar 05 12:00:00 AM","25","CUNDINAMARCA","25290","FUSAGASUGA","CLAN DEL GOLFO"
"2024 Mar 05 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","GAOR"
"2024 Mar 06 12:00:00 AM","27","CHOCO","27025","ALTO BAUDO","CLAN DEL GOLFO"
"2024 Mar 07 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2024 Mar 07 12:00:00 AM","20","CESAR","20011","AGUACHICA","GAOR"
"2024 Mar 07 12:00:00 AM","20","CESAR","20011","AGUACHICA","GAOR"
"2024 Mar 07 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2024 Mar 11 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Mar 11 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Mar 11 12:00:00 AM","05","ANTIOQUIA","05665","SAN PEDRO DE URABA","CLAN DEL GOLFO"
"2024 Mar 13 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","CLAN DEL GOLFO"
"2024 Mar 14 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2024 Mar 14 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","CLAN DEL GOLFO"
"2024 Mar 14 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","CLAN DEL GOLFO"
"2024 Mar 14 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","CLAN DEL GOLFO"
"2024 Mar 15 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2024 Mar 18 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Mar 19 12:00:00 AM","44","LA GUAJIRA","44430","MAICAO","GAOR"
"2024 Mar 20 12:00:00 AM","76","VALLE DEL CAUCA","76834","TULUA","GAOR"
"2024 Mar 20 12:00:00 AM","76","VALLE DEL CAUCA","76834","TULUA","GAOR"
"2024 Mar 21 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","GAOR"
"2024 Mar 21 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2024 Mar 21 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2024 Apr 03 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","GAOR"
"2024 Apr 03 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","GAOR"
"2024 Apr 03 12:00:00 AM","52","NARIÑO","52385","LA LLANADA","GAOR"
"2024 Apr 03 12:00:00 AM","52","NARIÑO","52385","LA LLANADA","GAOR"
"2024 Apr 03 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2024 Apr 03 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2024 Apr 04 12:00:00 AM","05","ANTIOQUIA","05579","PUERTO BERRIO","GAOR"
"2024 Apr 04 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 Apr 04 12:00:00 AM","19","CAUCA","19418","LOPEZ DE MICAY","GAOR"
"2024 Apr 04 12:00:00 AM","20","CESAR","20570","PUEBLO BELLO","CLAN DEL GOLFO"
"2024 Apr 04 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","CLAN DEL GOLFO"
"2024 Apr 04 12:00:00 AM","41","HUILA","41551","PITALITO","GAOR"
"2024 Apr 04 12:00:00 AM","41","HUILA","41551","PITALITO","GAOR"
"2024 Apr 04 12:00:00 AM","73","TOLIMA","73168","CHAPARRAL","GAOR"
"2024 Apr 05 12:00:00 AM","05","ANTIOQUIA","05615","RIONEGRO","CLAN DEL GOLFO"
"2024 Apr 05 12:00:00 AM","81","ARAUCA","81794","TAME","GAOR"
"2024 Apr 05 12:00:00 AM","81","ARAUCA","81794","TAME","GAOR"
"2024 Apr 05 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","GAOR"
"2024 Apr 05 12:00:00 AM","50","META","50568","PUERTO GAITAN","GAOR"
"2024 Apr 05 12:00:00 AM","52","NARIÑO","52233","CUMBITARA","GAOR"
"2024 Apr 05 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2024 Apr 05 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","GAOR"
"2024 Apr 08 12:00:00 AM","19","CAUCA","19050","ARGELIA","GAOR"
"2024 Apr 08 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2024 Apr 08 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Apr 09 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Apr 09 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 Apr 09 12:00:00 AM","41","HUILA","41020","ALGECIRAS","GAOR"
"2024 Apr 09 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","GAOR"
"2024 Apr 10 12:00:00 AM","05","ANTIOQUIA","05670","SAN ROQUE","CLAN DEL GOLFO"
"2024 Apr 10 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 Apr 10 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2024 Apr 11 12:00:00 AM","19","CAUCA","19001","POPAYAN","GAOR"
"2024 Apr 15 12:00:00 AM","05","ANTIOQUIA","05873","VIGIA DEL FUERTE","CLAN DEL GOLFO"
"2024 Apr 15 12:00:00 AM","27","CHOCO","27001","QUIBDO","CLAN DEL GOLFO"
"2024 Apr 16 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2024 Apr 16 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2024 Apr 16 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2024 Apr 17 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","GAOR"
"2024 Apr 17 12:00:00 AM","47","MAGDALENA","47745","SITIONUEVO","GAOR"
"2024 Apr 17 12:00:00 AM","73","TOLIMA","73001","IBAGUE","GAOR"
"2024 Apr 18 12:00:00 AM","23","CORDOBA","23001","MONTERIA","CLAN DEL GOLFO"
"2024 Apr 23 12:00:00 AM","19","CAUCA","19075","BALBOA","GAOR"
"2024 Apr 23 12:00:00 AM","27","CHOCO","27077","BAJO BAUDO","CLAN DEL GOLFO"
"2024 Apr 24 12:00:00 AM","05","ANTIOQUIA","05819","TOLEDO","GAOR"
"2024 Apr 24 12:00:00 AM","20","CESAR","20001","VALLEDUPAR","CLAN DEL GOLFO"
"2024 Apr 25 12:00:00 AM","05","ANTIOQUIA","05154","CAUCASIA","CLAN DEL GOLFO"
"2024 Apr 25 12:00:00 AM","52","NARIÑO","52390","LA TOLA","GAOR"
"2024 Apr 25 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","GAOR"
"2024 Apr 30 12:00:00 AM","85","CASANARE","85410","TAURAMENA","GAOR"
"2024 Apr 30 12:00:00 AM","27","CHOCO","27361","ISTMINA","CLAN DEL GOLFO"
"2024 Apr 30 12:00:00 AM","27","CHOCO","27810","UNION PANAMERICANA","CLAN DEL GOLFO"
"2024 Apr 30 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","GAOR"
"2024 May 02 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 May 02 12:00:00 AM","19","CAUCA","19050","ARGELIA","GAOR"
"2024 May 02 12:00:00 AM","19","CAUCA","19050","ARGELIA","GAOR"
"2024 May 02 12:00:00 AM","19","CAUCA","19142","CALOTO","GAOR"
"2024 May 02 12:00:00 AM","94","GUAINIA","94001","INIRIDA","GAOR"
"2024 May 02 12:00:00 AM","52","NARIÑO","52612","RICAURTE","GAOR"
"2024 May 06 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 May 06 12:00:00 AM","27","CHOCO","27745","SIPI","CLAN DEL GOLFO"
"2024 May 06 12:00:00 AM","50","META","50568","PUERTO GAITAN","GAOR"
"2024 May 06 12:00:00 AM","52","NARIÑO","52001","PASTO","GAOR"
"2024 May 06 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","GAOR"
"2024 May 07 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","05","ANTIOQUIA","05147","CAREPA","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","81","ARAUCA","81794","TAME","GAOR"
"2024 May 07 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","13","BOLIVAR","13468","SANTA CRUZ DE MOMPOX","CLAN DEL GOLFO"
"2024 May 07 12:00:00 AM","76","VALLE DEL CAUCA","76001","CALI","GAOR"
"2024 May 08 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","CLAN DEL GOLFO"
"2024 May 08 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","CLAN DEL GOLFO"
"2024 May 08 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","CLAN DEL GOLFO"
"2024 May 08 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","CLAN DEL GOLFO"
"2024 May 08 12:00:00 AM","50","META","50001","VILLAVICENCIO","CLAN DEL GOLFO"
"2024 May 09 12:00:00 AM","20","CESAR","20011","AGUACHICA","CLAN DEL GOLFO"
"2024 May 09 12:00:00 AM","68","SANTANDER","68001","BUCARAMANGA","GAOR"
"2024 May 15 12:00:00 AM","19","CAUCA","19075","BALBOA","GAOR"
"2024 May 15 12:00:00 AM","19","CAUCA","19075","BALBOA","GAOR"
"2024 May 15 12:00:00 AM","27","CHOCO","27361","ISTMINA","CLAN DEL GOLFO"
"2024 May 15 12:00:00 AM","27","CHOCO","27361","ISTMINA","CLAN DEL GOLFO"
"2024 May 15 12:00:00 AM","76","VALLE DEL CAUCA","76834","TULUA","GAOR"
"2024 May 16 12:00:00 AM","13","BOLIVAR","13688","SANTA ROSA DEL SUR","GAOR"
"2024 May 16 12:00:00 AM","41","HUILA","41551","PITALITO","GAOR"
"2024 May 16 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","GAOR"
"2024 May 17 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 May 17 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 May 17 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","GAOR"
"2024 May 17 12:00:00 AM","50","META","50313","GRANADA","GAOR"
"2024 May 17 12:00:00 AM","50","META","50350","LA MACARENA","GAOR"
"2024 May 17 12:00:00 AM","50","META","50350","LA MACARENA","GAOR"
"2024 May 17 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","GAOR"
"2024 May 20 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","GAOR"
"2024 May 20 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","GAOR"
"2024 May 20 12:00:00 AM","05","ANTIOQUIA","05736","SEGOVIA","GAOR"
"2024 May 21 12:00:00 AM","05","ANTIOQUIA","05120","CACERES","CLAN DEL GOLFO"
"2024 May 21 12:00:00 AM","05","ANTIOQUIA","05001","MEDELLIN","GAOR"
"2024 May 21 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","CLAN DEL GOLFO"
"2024 May 21 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
"2024 May 21 12:00:00 AM","11","BOGOTA D.C.","11001","BOGOTA D.C.","GAOR"
