Fecha,Perspectiva,Sexo,Concepto,Periodo,Valor
2025,Total nacional,Total,Informal,Ago - Oct,13325.525561
2025,Total nacional,Total,Informal,Sep - Nov,13450.283069
2025,Total nacional,Total,Informal,Oct - Dic,13585.313668
2025,Total nacional,Total,Informal,Nov - Ene,13289.432426
2025,Total nacional,Total,Informal,Dic - Feb,13188.476735
2026,Total nacional,Total,Informal,Ene - Mar,13218.2902
2026,Total nacional,Total,Informal,Feb - Abr,13344.835103
2021,Total nacional,Hombres,Población ocupada,Ene - Mar,12111.381734
2021,Total nacional,Hombres,Población ocupada,Feb - Abr,12236.584305333332
2021,Total nacional,Hombres,Población ocupada,Mar - May,12198.133271333334
2021,Total nacional,Hombres,Población ocupada,Abr - Jun,12140.426256
2021,Total nacional,Hombres,Población ocupada,May - Jul,12260.087837333333
2021,Total nacional,Hombres,Población ocupada,Jun - Ago,12401.017710666667
2021,Total nacional,Hombres,Población ocupada,Jul - Sep,12531.418437
2021,Total nacional,Hombres,Población ocupada,Ago - Oct,12656.861486
2021,Total nacional,Hombres,Población ocupada,Sep - Nov,12735.628063000002
2021,Total nacional,Hombres,Población ocupada,Oct - Dic,12843.840313333334
2021,Total nacional,Hombres,Población ocupada,Nov - Ene,12743.074589333331
2021,Total nacional,Hombres,Población ocupada,Dic - Feb,12757.611857000002
2022,Total nacional,Hombres,Población ocupada,Ene - Mar,12772.456318333332
2022,Total nacional,Hombres,Población ocupada,Feb - Abr,12919.649402666668
2022,Total nacional,Hombres,Población ocupada,Mar - May,13025.122249
2022,Total nacional,Hombres,Población ocupada,Abr - Jun,13059.180171333333
2022,Total nacional,Hombres,Población ocupada,May - Jul,13090.432332666669
2022,Total nacional,Hombres,Población ocupada,Jun - Ago,13047.569397
2022,Total nacional,Hombres,Población ocupada,Jul - Sep,13050.800823
2022,Total nacional,Hombres,Población ocupada,Ago - Oct,13160.852973666668
2022,Total nacional,Hombres,Población ocupada,Sep - Nov,13225.871499
2022,Total nacional,Hombres,Población ocupada,Oct - Dic,13276.839117666668
2022,Total nacional,Hombres,Población ocupada,Nov - Ene,13095.051663333332
2022,Total nacional,Hombres,Población ocupada,Dic - Feb,13055.529846666666
2023,Total nacional,Hombres,Población ocupada,Ene - Mar,13118.793760999999
2023,Total nacional,Hombres,Población ocupada,Feb - Abr,13310.119557666665
2023,Total nacional,Hombres,Población ocupada,Mar - May,13328.523953999998
2023,Total nacional,Hombres,Población ocupada,Abr - Jun,13357.248584666666
2023,Total nacional,Hombres,Población ocupada,May - Jul,13388.669225
2023,Total nacional,Hombres,Población ocupada,Jun - Ago,13508.733195
2023,Total nacional,Hombres,Población ocupada,Jul - Sep,13490.093146666666
2023,Total nacional,Hombres,Población ocupada,Ago - Oct,13465.333756
2023,Total nacional,Hombres,Población ocupada,Sep - Nov,13473.831095
2023,Total nacional,Hombres,Población ocupada,Oct - Dic,13458.584745666667
2023,Total nacional,Hombres,Población ocupada,Nov - Ene,13362.732376
2023,Total nacional,Hombres,Población ocupada,Dic - Feb,13261.218176
2024,Total nacional,Hombres,Población ocupada,Ene - Mar,13207.089252666667
2024,Total nacional,Hombres,Población ocupada,Feb - Abr,13267.277896
2024,Total nacional,Hombres,Población ocupada,Mar - May,13341.624569666667
2024,Total nacional,Hombres,Población ocupada,Abr - Jun,13429.720278666666
2024,Total nacional,Hombres,Población ocupada,May - Jul,13516.059531666668
2024,Total nacional,Hombres,Población ocupada,Jun - Ago,13557.446081333333
2024,Total nacional,Hombres,Población ocupada,Jul - Sep,13597.065870666667
2024,Total nacional,Hombres,Población ocupada,Ago - Oct,13653.196694666665
2024,Total nacional,Hombres,Población ocupada,Sep - Nov,13686.173685666667
2024,Total nacional,Hombres,Población ocupada,Oct - Dic,13722.208895000002
2024,Total nacional,Hombres,Población ocupada,Nov - Ene,13706.322989
2024,Total nacional,Hombres,Población ocupada,Dic - Feb,13699.734792
2025,Total nacional,Hombres,Población ocupada,Ene - Mar,13717.091204
2025,Total nacional,Hombres,Población ocupada,Feb - Abr,13769.684803
2025,Total nacional,Hombres,Población ocupada,Mar - May,13857.188605
2025,Total nacional,Hombres,Población ocupada,Abr - Jun,13877.634958
2025,Total nacional,Hombres,Población ocupada,May - Jul,13899.762298
2025,Total nacional,Hombres,Población ocupada,Jun - Ago,13934.255946
2025,Total nacional,Hombres,Población ocupada,Jul - Sep,13921.990134
2025,Total nacional,Hombres,Población ocupada,Ago - Oct,14036.137187
2025,Total nacional,Hombres,Población ocupada,Sep - Nov,14128.782693
2025,Total nacional,Hombres,Población ocupada,Oct - Dic,14221.232313
2025,Total nacional,Hombres,Población ocupada,Nov - Ene,14018.053029
2025,Total nacional,Hombres,Población ocupada,Dic - Feb,13912.632489
2026,Total nacional,Hombres,Población ocupada,Ene - Mar,13930.006362
2026,Total nacional,Hombres,Población ocupada,Feb - Abr,14044.359246
2021,Total nacional,Hombres,Formal,Ene - Mar,4397.8566433333335
2021,Total nacional,Hombres,Formal,Feb - Abr,4517.76494
2021,Total nacional,Hombres,Formal,Mar - May,4613.208385666668
2021,Total nacional,Hombres,Formal,Abr - Jun,4615.552960333333
2021,Total nacional,Hombres,Formal,May - Jul,4651.417828666667
2021,Total nacional,Hombres,Formal,Jun - Ago,4667.108291333333
2021,Total nacional,Hombres,Formal,Jul - Sep,4780.540206999999
2021,Total nacional,Hombres,Formal,Ago - Oct,4875.166676
2021,Total nacional,Hombres,Formal,Sep - Nov,5015.446408
2021,Total nacional,Hombres,Formal,Oct - Dic,5083.709148333333
2021,Total nacional,Hombres,Formal,Nov - Ene,5105.743825333334
2021,Total nacional,Hombres,Formal,Dic - Feb,5032.018689333334
2022,Total nacional,Hombres,Formal,Ene - Mar,4984.377695
2022,Total nacional,Hombres,Formal,Feb - Abr,4993.031777
2022,Total nacional,Hombres,Formal,Mar - May,5169.800965333333
2022,Total nacional,Hombres,Formal,Abr - Jun,5238.860443999999
2022,Total nacional,Hombres,Formal,May - Jul,5256.259938333333
2022,Total nacional,Hombres,Formal,Jun - Ago,5237.106833666666
2022,Total nacional,Hombres,Formal,Jul - Sep,5227.795142999999
2022,Total nacional,Hombres,Formal,Ago - Oct,5296.410846
2022,Total nacional,Hombres,Formal,Sep - Nov,5279.598806333334
2022,Total nacional,Hombres,Formal,Oct - Dic,5334.968050666666
2022,Total nacional,Hombres,Formal,Nov - Ene,5242.700217666667
2022,Total nacional,Hombres,Formal,Dic - Feb,5216.023319333333
2023,Total nacional,Hombres,Formal,Ene - Mar,5186.815550333334
2023,Total nacional,Hombres,Formal,Feb - Abr,5365.298752000001
2023,Total nacional,Hombres,Formal,Mar - May,5465.651224666667
2023,Total nacional,Hombres,Formal,Abr - Jun,5627.931218000001
2023,Total nacional,Hombres,Formal,May - Jul,5594.574229333332
2023,Total nacional,Hombres,Formal,Jun - Ago,5657.383389
2023,Total nacional,Hombres,Formal,Jul - Sep,5621.144306333333
2023,Total nacional,Hombres,Formal,Ago - Oct,5713.521710666667
2023,Total nacional,Hombres,Formal,Sep - Nov,5758.429133000001
2023,Total nacional,Hombres,Formal,Oct - Dic,5787.085318
2023,Total nacional,Hombres,Formal,Nov - Ene,5706.022745666666
2023,Total nacional,Hombres,Formal,Dic - Feb,5566.259854666667
2024,Total nacional,Hombres,Formal,Ene - Mar,5536.241349
2024,Total nacional,Hombres,Formal,Feb - Abr,5566.825088333334
2024,Total nacional,Hombres,Formal,Mar - May,5622.452135666666
2024,Total nacional,Hombres,Formal,Abr - Jun,5683.590988
2024,Total nacional,Hombres,Formal,May - Jul,5664.624204333333
2024,Total nacional,Hombres,Formal,Jun - Ago,5712.772635333334
2024,Total nacional,Hombres,Formal,Jul - Sep,5744.645108
2024,Total nacional,Hombres,Formal,Ago - Oct,5852.490481666667
2024,Total nacional,Hombres,Formal,Sep - Nov,5898.557051
2024,Total nacional,Hombres,Formal,Oct - Dic,5858.345680333333
2024,Total nacional,Hombres,Formal,Nov - Ene,5790.418298
2024,Total nacional,Hombres,Formal,Dic - Feb,5670.742235
2025,Total nacional,Hombres,Formal,Ene - Mar,5587.738964
2025,Total nacional,Hombres,Formal,Feb - Abr,5652.082959
2025,Total nacional,Hombres,Formal,Mar - May,5841.181063
2025,Total nacional,Hombres,Formal,Abr - Jun,5954.549456
2025,Total nacional,Hombres,Formal,May - Jul,5937.272532
2025,Total nacional,Hombres,Formal,Jun - Ago,5885.955674
2025,Total nacional,Hombres,Formal,Jul - Sep,5924.302603
2025,Total nacional,Hombres,Formal,Ago - Oct,5925.650121
2025,Total nacional,Hombres,Formal,Sep - Nov,5958.601584
2025,Total nacional,Hombres,Formal,Oct - Dic,5965.446825
2025,Total nacional,Hombres,Formal,Nov - Ene,5971.982872
2025,Total nacional,Hombres,Formal,Dic - Feb,5905.845489
2026,Total nacional,Hombres,Formal,Ene - Mar,5890.193393
2026,Total nacional,Hombres,Formal,Feb - Abr,5959.35986
2021,Total nacional,Hombres,Informal,Ene - Mar,7713.525090666666
2021,Total nacional,Hombres,Informal,Feb - Abr,7718.819365333333
2021,Total nacional,Hombres,Informal,Mar - May,7584.924885666666
2021,Total nacional,Hombres,Informal,Abr - Jun,7524.873295666667
2021,Total nacional,Hombres,Informal,May - Jul,7608.670008666667
2021,Total nacional,Hombres,Informal,Jun - Ago,7733.909419333334
2021,Total nacional,Hombres,Informal,Jul - Sep,7750.878229999999
2021,Total nacional,Hombres,Informal,Ago - Oct,7781.69481
2021,Total nacional,Hombres,Informal,Sep - Nov,7720.181655
2021,Total nacional,Hombres,Informal,Oct - Dic,7760.131165
2021,Total nacional,Hombres,Informal,Nov - Ene,7637.330764333333
2021,Total nacional,Hombres,Informal,Dic - Feb,7725.593167666666
2022,Total nacional,Hombres,Informal,Ene - Mar,7788.078623333334
2022,Total nacional,Hombres,Informal,Feb - Abr,7926.617625333333
2022,Total nacional,Hombres,Informal,Mar - May,7855.321283666667
2022,Total nacional,Hombres,Informal,Abr - Jun,7820.319727333334
2022,Total nacional,Hombres,Informal,May - Jul,7834.172394
2022,Total nacional,Hombres,Informal,Jun - Ago,7810.462563000001
2022,Total nacional,Hombres,Informal,Jul - Sep,7823.005679666668
2022,Total nacional,Hombres,Informal,Ago - Oct,7864.442127666666
2022,Total nacional,Hombres,Informal,Sep - Nov,7946.272692666666
2022,Total nacional,Hombres,Informal,Oct - Dic,7941.871067
2022,Total nacional,Hombres,Informal,Nov - Ene,7852.351445666667
2022,Total nacional,Hombres,Informal,Dic - Feb,7839.506527333334
2023,Total nacional,Hombres,Informal,Ene - Mar,7931.978210666667
2023,Total nacional,Hombres,Informal,Feb - Abr,7944.820805666666
2023,Total nacional,Hombres,Informal,Mar - May,7862.872729333333
2023,Total nacional,Hombres,Informal,Abr - Jun,7729.317366666667
2023,Total nacional,Hombres,Informal,May - Jul,7794.094995666666
2023,Total nacional,Hombres,Informal,Jun - Ago,7851.349805666668
2023,Total nacional,Hombres,Informal,Jul - Sep,7868.94884
2023,Total nacional,Hombres,Informal,Ago - Oct,7751.812045
2023,Total nacional,Hombres,Informal,Sep - Nov,7715.401962
2023,Total nacional,Hombres,Informal,Oct - Dic,7671.499427333333
2023,Total nacional,Hombres,Informal,Nov - Ene,7656.70963
2023,Total nacional,Hombres,Informal,Dic - Feb,7694.958321333333
2024,Total nacional,Hombres,Informal,Ene - Mar,7670.847903999999
2024,Total nacional,Hombres,Informal,Feb - Abr,7700.452807999999
2024,Total nacional,Hombres,Informal,Mar - May,7719.172434
2024,Total nacional,Hombres,Informal,Abr - Jun,7746.129290666667
2024,Total nacional,Hombres,Informal,May - Jul,7851.435327333333
2024,Total nacional,Hombres,Informal,Jun - Ago,7844.673446
2024,Total nacional,Hombres,Informal,Jul - Sep,7852.420762666666
2024,Total nacional,Hombres,Informal,Ago - Oct,7800.706213
2024,Total nacional,Hombres,Informal,Sep - Nov,7787.616634666668
2024,Total nacional,Hombres,Informal,Oct - Dic,7863.863214666667
2024,Total nacional,Hombres,Informal,Nov - Ene,7915.904691
2024,Total nacional,Hombres,Informal,Dic - Feb,8028.992558
2025,Total nacional,Hombres,Informal,Ene - Mar,8129.352239
2025,Total nacional,Hombres,Informal,Feb - Abr,8117.601843
2025,Total nacional,Hombres,Informal,Mar - May,8016.007542
2025,Total nacional,Hombres,Informal,Abr - Jun,7923.085502
2025,Total nacional,Hombres,Informal,May - Jul,7962.489766
2025,Total nacional,Hombres,Informal,Jun - Ago,8048.300273
2025,Total nacional,Hombres,Informal,Jul - Sep,7997.687531
2025,Total nacional,Hombres,Informal,Ago - Oct,8110.487067
2025,Total nacional,Hombres,Informal,Sep - Nov,8170.181108
2025,Total nacional,Hombres,Informal,Oct - Dic,8255.785489
2025,Total nacional,Hombres,Informal,Nov - Ene,8046.070157
2025,Total nacional,Hombres,Informal,Dic - Feb,8006.787
2026,Total nacional,Hombres,Informal,Ene - Mar,8039.812969
2026,Total nacional,Hombres,Informal,Feb - Abr,8084.999385
2021,Total nacional,Mujeres,Población ocupada,Ene - Mar,7675.828724666666
2021,Total nacional,Mujeres,Población ocupada,Feb - Abr,7767.573207333334
2021,Total nacional,Mujeres,Población ocupada,Mar - May,7748.304875000001
2021,Total nacional,Mujeres,Población ocupada,Abr - Jun,7798.830966666667
2021,Total nacional,Mujeres,Población ocupada,May - Jul,7899.329413
2021,Total nacional,Mujeres,Población ocupada,Jun - Ago,7954.433202666667
2021,Total nacional,Mujeres,Población ocupada,Jul - Sep,8026.788266
2021,Total nacional,Mujeres,Población ocupada,Ago - Oct,8123.874298666667
2021,Total nacional,Mujeres,Población ocupada,Sep - Nov,8275.253717333333
2021,Total nacional,Mujeres,Población ocupada,Oct - Dic,8438.451482666665
2021,Total nacional,Mujeres,Población ocupada,Nov - Ene,8409.650348333333
2021,Total nacional,Mujeres,Población ocupada,Dic - Feb,8533.059135333333
2022,Total nacional,Mujeres,Población ocupada,Ene - Mar,8579.721475
2022,Total nacional,Mujeres,Población ocupada,Feb - Abr,8853.065007
2022,Total nacional,Mujeres,Población ocupada,Mar - May,8915.539779
2022,Total nacional,Mujeres,Población ocupada,Abr - Jun,8995.737343666668
2022,Total nacional,Mujeres,Población ocupada,May - Jul,8997.040848333334
2022,Total nacional,Mujeres,Población ocupada,Jun - Ago,9031.650606666668
2022,Total nacional,Mujeres,Población ocupada,Jul - Sep,9150.665138999999
2022,Total nacional,Mujeres,Población ocupada,Ago - Oct,9224.275818666667
2022,Total nacional,Mujeres,Población ocupada,Sep - Nov,9268.014925
2022,Total nacional,Mujeres,Población ocupada,Oct - Dic,9243.319504
2022,Total nacional,Mujeres,Población ocupada,Nov - Ene,9053.612345333333
2022,Total nacional,Mujeres,Población ocupada,Dic - Feb,9008.605750333334
2023,Total nacional,Mujeres,Población ocupada,Ene - Mar,9053.858090333333
2023,Total nacional,Mujeres,Población ocupada,Feb - Abr,9279.329290666667
2023,Total nacional,Mujeres,Población ocupada,Mar - May,9372.512252666666
2023,Total nacional,Mujeres,Población ocupada,Abr - Jun,9429.973263333333
2023,Total nacional,Mujeres,Población ocupada,May - Jul,9545.164586333334
2023,Total nacional,Mujeres,Población ocupada,Jun - Ago,9622.975015000002
2023,Total nacional,Mujeres,Población ocupada,Jul - Sep,9659.726740333334
2023,Total nacional,Mujeres,Población ocupada,Ago - Oct,9651.148582666667
2023,Total nacional,Mujeres,Población ocupada,Sep - Nov,9650.806270333334
2023,Total nacional,Mujeres,Población ocupada,Oct - Dic,9585.296683
2023,Total nacional,Mujeres,Población ocupada,Nov - Ene,9328.756255
2023,Total nacional,Mujeres,Población ocupada,Dic - Feb,9199.402187
2024,Total nacional,Mujeres,Población ocupada,Ene - Mar,9180.447541000001
2024,Total nacional,Mujeres,Población ocupada,Feb - Abr,9400.270813000001
2024,Total nacional,Mujeres,Población ocupada,Mar - May,9504.97588
2024,Total nacional,Mujeres,Población ocupada,Abr - Jun,9509.174728
2024,Total nacional,Mujeres,Población ocupada,May - Jul,9535.617124666667
2024,Total nacional,Mujeres,Población ocupada,Jun - Ago,9623.491232
2024,Total nacional,Mujeres,Población ocupada,Jul - Sep,9680.990875333333
2024,Total nacional,Mujeres,Población ocupada,Ago - Oct,9688.234266666666
2024,Total nacional,Mujeres,Población ocupada,Sep - Nov,9717.720098666667
2024,Total nacional,Mujeres,Población ocupada,Oct - Dic,9817.474024
2024,Total nacional,Mujeres,Población ocupada,Nov - Ene,9669.936313
