Fecha,USD,EUR,JPY,GBP,CHF,COP,% Moneda extranjera
2001-06-30,77.37840572134837,17.429192431260542,5.192401847391085,0.0,0.0,0.0,100.0
2001-07-31,79.61103448610206,15.298587056379578,5.0903784575183675,0.0,0.0,0.0,100.0
2001-08-31,79.58133551631389,15.319845632089816,5.098818851596305,0.0,0.0,0.0,100.0
2001-09-30,79.59694202619401,15.276535589302048,5.126522384503943,0.0,0.0,0.0,100.0
2001-10-31,79.8086809883371,15.182653791413022,5.008665220249874,0.0,0.0,0.0,100.0
2001-11-30,80.25716645880252,14.836658394084123,4.906175147113367,0.0,0.0,0.0,100.0
2001-12-31,81.32715028834848,14.2854975698892,4.387352141762318,0.0,0.0,0.0,100.0
2002-01-31,81.9022310801085,13.757404639317944,4.3403642805735485,0.0,0.0,0.0,100.0
2002-02-28,82.74310786882026,13.14369302757878,4.113199103600969,0.0,0.0,0.0,100.0
2002-03-31,83.48998710426956,12.330497772777473,4.179515122952962,0.0,0.0,0.0,100.0
2002-04-30,83.06844280904737,12.644344177015773,4.287213013936862,0.0,0.0,0.0,100.0
2002-05-31,82.66564932714434,12.955289398128587,4.379061274727064,0.0,0.0,0.0,100.0
2002-06-30,81.7094972209101,13.691462021523623,4.59904075756629,0.0,0.0,0.0,100.0
2002-07-31,82.23636745292356,13.381471256423133,4.382161290653301,0.0,0.0,0.0,100.0
2002-08-31,82.20921231393116,13.396000308588693,4.394787377480152,0.0,0.0,0.0,100.0
2002-09-30,82.40182261471942,13.368833645052286,4.229343740228313,0.0,0.0,0.0,100.0
2002-10-31,82.27386123186494,12.610515711168215,5.115623056966824,0.0,0.0,0.0,100.0
2002-11-30,82.32019986205528,13.46830706240383,4.2114930755409015,0.0,0.0,0.0,100.0
2002-12-31,81.78842679147404,13.95992073813493,4.251652470391052,0.0,0.0,0.0,100.0
2003-01-31,82.4476393774497,13.55768823252623,3.9946723900240615,0.0,0.0,0.0,100.0
2003-02-28,82.33703484870264,13.611094128307712,4.051871022989653,0.0,0.0,0.0,100.0
2003-03-31,82.34044102506304,13.691602540991338,3.96795643394561,0.0,0.0,0.0,100.0
2003-04-30,83.01401874858522,13.253806683303862,3.7321745681109117,0.0,0.0,0.0,100.0
2003-05-31,82.34234368695901,13.899716244694273,3.7579400683467172,0.0,0.0,0.0,100.0
2003-06-30,82.12207355347478,13.996713125464868,3.881213321060353,0.0,0.0,0.0,100.0
2003-07-31,82.97372517522147,13.714392068685246,3.311882756093292,0.0,0.0,0.0,100.0
2003-08-31,83.46143510544199,13.188286630243496,3.350278264314519,0.0,0.0,0.0,100.0
2003-09-30,83.08037660726227,13.536676280411298,3.382947112326444,0.0,0.0,0.0,100.0
2003-10-31,83.20922866829079,13.365257949886859,3.4255133818223453,0.0,0.0,0.0,100.0
2003-11-30,83.10586157366492,13.508995538759235,3.3851428875758485,0.0,0.0,0.0,100.0
2003-12-31,82.66534893309523,13.939425443511317,3.395225623393435,0.0,0.0,0.0,100.0
2004-01-31,83.15064881243943,12.64605102868098,3.328413147578434,0.8748870113011522,0.0,0.0,100.0
2004-02-29,83.20054413259584,12.665379908961407,3.2359470994056165,0.8981288590371259,0.0,0.0,100.0
2004-03-31,82.36362785611374,13.393369067632738,3.3474248642394815,0.8955782120140399,0.0,0.0,100.0
2004-04-30,82.8751717797641,13.06169922378097,3.197896936335086,0.8652320601198489,0.0,0.0,100.0
2004-05-31,82.67421636620959,13.252138643011,3.18404635719062,0.8895986335888006,0.0,0.0,100.0
2004-06-30,82.8889580484983,13.075840982260928,3.1632037420460724,0.8719972271947016,0.0,0.0,100.0
2004-07-31,84.41261002755735,12.942448482013228,1.7642989052270237,0.8806425852023911,0.0,0.0,100.0
2004-08-31,84.35718512714936,13.016308618634728,1.7585023845782575,0.8680038696376713,0.0,0.0,100.0
2004-09-30,84.52869029077974,12.954666136870575,1.663777974275695,0.8528655980739955,0.0,0.0,100.0
2004-10-31,85.06845196823834,12.50689511570879,1.6142189247132597,0.8104339913396122,0.0,0.0,100.0
2004-11-30,82.3973905111921,13.280396032387628,1.7129038725122294,0.8641546792268825,0.0,1.7451549046811792,98.25484509531884
2004-12-31,82.2649293766452,13.402870626388141,1.6834503540872667,0.8609072654989351,0.0,1.7878423773804792,98.21215762261954
2005-01-31,82.26899805870275,12.890244365207689,1.62753799898766,0.8454130992403294,0.0,2.3678064778615955,97.63219352213844
2005-02-28,80.87576970343673,12.884677067685917,1.570367823835666,0.8509753993341534,0.0,3.8182100057075563,96.18178999429247
2005-03-31,81.1766213116908,12.68605606330156,1.5286130366414148,0.8431502882727266,0.0,3.765559300093501,96.23444069990649
2005-04-30,79.99504694142216,13.418647957607305,1.6298625273507177,0.9061245295453633,0.0,4.05031804407447,95.94968195592554
2005-05-31,80.727530110881,12.730556520008582,1.6061114476116158,0.8634391535997842,0.0,4.072362767899003,95.92763723210099
2005-06-30,81.90566985760191,11.383171027157129,1.6235050136491247,0.8773745085081058,0.0,4.210279593083742,95.78972040691627
